user_id,name,age,gender,country,profession,education_level,marital_status,income_level,health_score,sleep_hours,diet_quality,physical_activity,spiritual_practice,personality_type,introversion_score,discipline_score,risk_tolerance,life_satisfaction,created_at
169,User_000169,78,Female,Philippines,Engineer,Secondary,Single,31797.02,82.7,7.4,64.5,47.7,100.0,ENFJ,47.8,40.3,44.9,63.6,2025-04-17
170,User_000170,32,Male,Japan,IT Professional,Master,Married,60613.22,90.1,7.9,69.6,56.9,44.9,INFP,30.2,25.8,29.9,65.8,2025-01-28
171,User_000171,45,Male,Bangladesh,Manager,Bachelor,Divorced,42632.42,100.0,6.8,70.1,50.7,29.7,ESTP,49.4,54.5,45.5,98.5,2025-05-24
172,User_000172,57,Male,Indonesia,Doctor,Bachelor,Married,86732.75,98.4,8.6,62.2,52.1,34.0,ENFJ,56.4,86.9,38.7,86.7,2024-01-27
173,User_000173,51,Male,India,Sales,Primary,Single,9746.93,91.5,7.5,93.8,76.3,72.2,ESFJ,34.9,49.3,73.1,78.2,2024-11-02
174,User_000174,38,Male,Turkey,Teacher,Primary,Married,13615.54,100.0,6.8,78.1,23.8,81.1,ISFP,47.3,45.6,34.0,82.8,2025-08-03
175,User_000175,39,Female,India,Manager,Higher Secondary,Married,35810.51,93.1,7.5,81.7,48.9,17.5,ISTJ,65.5,52.9,59.8,76.6,2025-04-02
176,User_000176,62,Male,China,Doctor,Primary,Single,24871.79,85.8,7.5,73.4,55.6,37.1,ESTP,66.8,67.7,55.0,78.8,2025-03-26
177,User_000177,63,Female,India,Doctor,Bachelor,Married,58348.64,96.0,6.5,54.7,48.5,21.9,INTJ,66.7,41.6,31.4,70.6,2025-03-16
178,User_000178,52,Female,Brazil,Nurse,Bachelor,Married,40942.88,99.7,4.3,78.1,50.2,61.9,ESTJ,64.5,60.6,24.1,100.0,2025-08-14
179,User_000179,36,Female,Philippines,Business Owner,Higher Secondary,Single,37606.2,100.0,6.6,53.8,36.4,54.7,ESFP,41.8,62.9,46.2,91.3,2025-08-16
180,User_000180,39,Female,China,Manager,Secondary,Divorced,62758.54,100.0,8.2,79.2,60.1,35.5,ESTP,40.8,39.5,43.4,66.6,2024-01-13
181,User_000181,47,Male,USA,Manager,Higher Secondary,Single,103619.11,94.0,5.5,85.5,20.4,34.6,INFJ,65.0,43.3,54.2,64.8,2024-04-12
182,User_000182,49,Male,Bangladesh,Engineer,Higher Secondary,Married,110412.14,85.9,6.2,97.5,50.9,84.2,INTJ,29.6,77.2,49.1,72.4,2024-01-06
183,User_000183,56,Male,India,Student,Master,Single,127495.77,100.0,7.8,92.6,33.6,14.9,INFJ,23.9,57.9,36.3,73.6,2024-10-25
184,User_000184,44,Male,USA,Athlete,Master,Single,42839.47,99.1,5.3,89.5,82.1,65.0,ISTP,69.5,76.3,57.0,93.7,2024-01-29
185,User_000185,61,Male,China,Artist,Secondary,Married,21636.56,91.9,8.1,60.0,38.1,14.3,ISTP,49.1,68.9,42.0,79.4,2024-11-14
186,User_000186,61,Female,Germany,Teacher,Higher Secondary,Single,58131.88,89.7,6.6,74.0,46.1,23.1,INTP,42.7,72.8,44.9,87.2,2025-11-15
187,User_000187,72,Male,Indonesia,Nurse,Master,Married,67179.73,100.0,8.1,74.9,14.9,62.8,INFP,48.7,84.8,65.2,74.0,2024-06-12
188,User_000188,47,Female,China,Researcher,Secondary,Married,102253.07,94.0,6.7,65.4,64.8,17.4,ISTJ,52.9,85.9,28.9,85.3,2025-06-08
189,User_000189,52,Female,Indonesia,Teacher,Bachelor,Married,33631.1,100.0,7.1,67.1,45.1,39.1,ESFP,55.0,81.5,55.7,67.5,2024-06-11
190,User_000190,45,Female,China,Government,Master,Single,170409.45,90.1,7.4,71.9,88.0,29.0,ISFJ,46.0,62.7,36.0,71.1,2024-12-24
191,User_000191,36,Male,Kenya,Service,PhD,Married,85126.03,94.2,5.1,82.9,22.0,58.4,ESFP,68.9,44.0,29.6,87.2,2025-04-12
192,User_000192,85,Female,Russia,Sales,Primary,Married,33249.99,78.4,8.3,57.2,56.3,62.5,INTJ,74.6,53.7,58.5,71.0,2024-04-17
193,User_000193,68,Female,Nigeria,Doctor,Higher Secondary,Married,33967.42,94.4,7.7,65.9,49.0,42.5,ESTP,55.1,32.0,30.4,76.8,2024-07-22
194,User_000194,61,Female,Colombia,Business Owner,Primary,Single,54573.79,86.7,7.3,56.9,33.7,71.1,ESTP,32.2,58.0,41.9,78.7,2024-12-16
195,User_000195,47,Female,India,Engineer,Bachelor,Married,36073.07,96.2,7.4,81.3,37.6,24.5,INFP,58.0,53.1,10.2,68.9,2025-05-21
196,User_000196,35,Male,China,Writer,Bachelor,Married,82950.99,100.0,8.4,91.9,80.4,58.8,ESFP,52.9,41.9,5.6,89.0,2025-05-12
197,User_000197,64,Male,Turkey,Retired,PhD,Single,35203.83,88.7,7.5,57.3,22.3,31.8,INFJ,63.9,55.7,23.0,64.7,2024-08-07
198,User_000198,45,Male,Norway,Student,Bachelor,Married,64219.28,100.0,6.2,87.8,70.5,32.1,INFP,24.8,70.0,20.8,70.2,2024-10-05
199,User_000199,54,Male,USA,Doctor,Higher Secondary,Single,48107.83,87.4,7.4,44.3,22.2,56.8,ENTJ,56.8,26.7,54.7,69.7,2024-05-05
200,User_000200,39,Male,China,Unemployed,Master,Married,67238.04,100.0,7.5,63.3,77.9,44.4,ISTJ,39.3,53.3,38.2,81.6,2024-06-08
201,User_000201,51,Male,Iran,Researcher,Master,Married,93290.76,95.5,5.5,53.2,62.3,28.8,INTJ,53.9,73.5,26.2,71.2,2024-09-16
202,User_000202,40,Male,Indonesia,Nurse,Bachelor,Divorced,25824.66,91.0,6.3,54.3,66.2,44.2,ESFP,45.9,58.0,56.0,57.4,2024-02-24
203,User_000203,40,Female,China,Retired,Bachelor,Divorced,39975.03,100.0,7.4,85.9,38.0,4.6,ESFP,37.6,43.0,55.3,74.1,2024-11-23
204,User_000204,51,Female,Spain,Manager,Master,Married,72057.87,92.6,6.0,50.2,55.2,21.2,INTJ,60.3,42.5,50.3,46.8,2024-12-24
205,User_000205,30,Female,USA,Sales,Bachelor,Single,37364.97,100.0,5.9,78.6,86.8,24.1,INFJ,62.4,56.3,50.6,77.4,2025-08-24
206,User_000206,30,Female,DR Congo,Service,Bachelor,Divorced,37734.55,100.0,5.9,79.7,47.7,63.4,INTJ,47.3,77.5,28.8,87.2,2024-10-19
207,User_000207,37,Non-binary,UAE,Doctor,No formal,Single,23168.8,100.0,3.6,51.7,83.3,13.8,INFJ,50.1,64.6,19.2,73.5,2024-03-24
208,User_000208,44,Male,Pakistan,Teacher,Bachelor,Married,161102.41,100.0,8.8,63.6,86.3,16.0,ISFP,61.6,86.7,24.8,100.0,2024-12-17
209,User_000209,62,Female,Colombia,Freelancer,Higher Secondary,Widowed,91042.38,98.0,8.5,69.2,39.3,41.2,ENTP,65.5,75.0,41.4,98.7,2025-02-22
210,User_000210,44,Female,DR Congo,Writer,Higher Secondary,Single,62392.05,100.0,6.5,73.7,75.0,42.4,ESTP,42.2,58.4,28.9,83.8,2024-09-19
211,User_000211,47,Female,India,Government,PhD,Married,85783.48,100.0,7.3,54.2,45.5,31.3,INTP,51.9,56.1,25.0,100.0,2025-10-25
212,User_000212,43,Female,Japan,Government,Bachelor,Married,36427.99,100.0,9.5,57.5,66.5,26.7,ENFP,89.6,56.5,59.9,93.8,2024-05-21
213,User_000213,52,Male,South Africa,Artist,Bachelor,Married,77286.2,91.6,7.4,59.5,45.8,67.7,ISFJ,58.7,52.1,57.3,82.8,2025-11-22
214,User_000214,36,Female,China,Sales,Bachelor,Married,62110.48,100.0,7.2,52.3,32.6,59.0,ISFJ,46.1,60.8,31.2,80.6,2024-10-24
215,User_000215,45,Male,Ukraine,Engineer,Secondary,Single,26047.92,95.1,6.2,55.1,56.2,80.5,INTJ,66.4,40.7,54.0,93.7,2025-10-25
216,User_000216,53,Male,China,Athlete,Secondary,Single,70986.88,98.7,6.6,69.6,57.1,23.0,ESFP,41.9,52.0,77.8,54.1,2025-03-01
217,User_000217,50,Female,China,Artist,Bachelor,Married,38055.84,99.7,6.5,56.7,12.0,20.7,INFJ,47.0,34.6,36.1,88.1,2024-01-02
218,User_000218,47,Female,DR Congo,Business Owner,Primary,Married,21417.52,96.9,7.7,63.0,42.4,41.1,ISFJ,59.4,68.6,48.8,100.0,2025-09-15
219,User_000219,47,Female,Indonesia,Sales,Secondary,Single,40499.67,100.0,6.5,80.1,69.7,38.7,ENTJ,57.1,78.5,68.5,87.6,2025-01-28
220,User_000220,55,Female,Philippines,Researcher,Higher Secondary,Single,76894.78,97.8,6.5,36.9,63.5,52.9,INFJ,18.2,54.7,48.0,100.0,2024-08-15
221,User_000221,85,Female,Malaysia,Business Owner,Higher Secondary,Married,56274.66,89.7,7.7,96.5,52.3,23.4,INTJ,15.1,49.1,56.8,70.7,2024-02-21
222,User_000222,37,Male,Philippines,Teacher,Master,Married,99491.79,100.0,8.4,93.5,64.8,20.8,ESTJ,50.3,29.8,30.7,92.7,2024-07-19
223,User_000223,85,Female,China,Athlete,PhD,Single,51451.87,85.5,7.3,60.8,36.4,18.6,ESTJ,45.4,49.8,20.0,79.3,2025-03-04
224,User_000224,36,Male,Spain,Doctor,Master,Single,19672.66,98.2,6.6,83.3,38.7,20.8,ISFP,28.1,41.4,54.3,68.8,2025-08-08
225,User_000225,25,Female,China,Student,Master,Single,47301.13,95.8,6.3,100.0,69.2,47.1,ISTP,67.5,50.9,34.0,62.7,2025-10-27
226,User_000226,39,Female,India,Writer,Secondary,Married,30918.57,98.2,5.5,81.6,73.9,42.2,INTJ,53.6,84.7,61.4,83.4,2025-10-08
227,User_000227,52,Female,Turkey,Business Owner,Master,Single,106324.84,99.8,7.1,76.9,31.2,32.9,INTP,69.8,39.1,59.9,82.5,2024-12-10
228,User_000228,85,Female,India,Student,Bachelor,Married,85727.52,72.9,5.5,65.5,23.9,82.3,ISTP,63.9,47.5,20.2,77.0,2025-01-28
229,User_000229,35,Female,Egypt,Researcher,Bachelor,Married,19504.06,100.0,6.4,71.5,69.0,33.0,INFJ,58.6,55.2,54.8,83.7,2025-10-11
230,User_000230,55,Male,Italy,Business Owner,Bachelor,Single,35112.41,100.0,7.5,75.6,31.3,32.6,ISFJ,59.9,24.3,45.1,86.4,2024-05-29
231,User_000231,31,Male,China,IT Professional,No formal,Single,25022.97,98.3,6.2,76.6,40.4,75.3,ISFJ,36.9,23.9,40.8,64.3,2025-10-08
232,User_000232,85,Female,Poland,Nurse,Secondary,Single,57572.71,89.1,9.2,75.3,39.8,86.5,ENFP,29.4,71.0,22.1,75.1,2025-02-26
233,User_000233,69,Female,Pakistan,Business Owner,Higher Secondary,Single,80974.84,100.0,5.9,85.6,93.5,16.0,ISTJ,34.1,53.3,57.0,41.6,2024-10-20
234,User_000234,40,Male,Mexico,Doctor,Bachelor,Married,84941.08,100.0,7.0,77.2,50.1,58.4,ENTP,40.9,58.6,27.7,73.5,2024-07-02
235,User_000235,28,Male,China,Retired,Primary,Single,39678.17,98.5,6.7,71.4,29.0,32.6,ESFJ,50.4,73.9,57.8,82.6,2024-02-03
236,User_000236,73,Female,Ethiopia,Business Owner,Higher Secondary,Single,70657.2,86.2,8.8,41.5,51.0,2.9,ESFJ,77.3,25.4,55.2,64.8,2024-03-25
237,User_000237,45,Male,Thailand,Student,Bachelor,Married,64288.47,90.0,7.2,38.9,16.5,16.7,INTP,56.4,43.3,24.7,81.7,2024-06-28
238,User_000238,70,Female,India,Freelancer,Master,Married,50872.16,81.5,5.4,59.1,44.3,56.6,ISFP,80.6,53.1,53.0,85.3,2024-01-10
239,User_000239,47,Female,Brazil,Engineer,Higher Secondary,Single,63983.36,100.0,6.3,60.8,50.0,10.5,ESFJ,53.5,56.3,43.3,70.0,2025-04-04
240,User_000240,48,Male,India,Farmer,Bachelor,Single,35046.75,100.0,4.5,80.7,93.4,0.0,ESTP,56.8,58.7,12.7,95.9,2024-10-07
241,User_000241,40,Female,India,Artist,Primary,Widowed,34057.66,100.0,5.5,95.3,63.3,7.2,ESFP,27.0,60.4,48.0,65.6,2025-04-08
242,User_000242,57,Female,Israel,Manager,Higher Secondary,Single,55237.73,96.6,8.7,73.4,76.0,14.0,INFP,45.3,60.6,25.7,84.8,2024-05-17
243,User_000243,49,Male,Colombia,Freelancer,Bachelor,Married,42345.3,93.9,6.3,76.8,52.0,58.8,ESTJ,42.8,29.9,42.5,74.1,2024-11-09
244,User_000244,55,Male,Indonesia,IT Professional,Higher Secondary,Single,50688.18,93.0,7.2,62.2,50.6,77.1,ISFP,72.6,65.0,17.0,93.4,2025-05-14
245,User_000245,29,Female,Colombia,Writer,Higher Secondary,Married,31583.09,100.0,5.3,71.7,56.7,48.9,ESTP,69.7,58.9,27.5,77.4,2025-07-02
246,User_000246,71,Male,Peru,Athlete,Primary,Widowed,62781.35,82.3,7.8,39.0,62.4,17.3,ESTP,34.2,57.8,41.2,69.1,2025-04-25
247,User_000247,78,Male,Indonesia,Doctor,Higher Secondary,Married,24699.96,99.8,6.5,85.9,43.0,66.9,ESFP,43.6,73.7,52.0,74.1,2024-05-03
248,User_000248,49,Female,India,Artist,PhD,Married,100148.63,99.5,6.1,82.4,81.5,9.1,INTP,83.0,53.5,45.3,73.4,2024-03-22
249,User_000249,85,Female,Colombia,Business Owner,Bachelor,Married,40815.23,92.2,7.9,71.8,20.4,36.5,INTP,49.5,33.2,43.6,74.0,2024-04-13
250,User_000250,83,Female,China,Retired,Master,Married,30351.16,91.8,8.5,76.0,71.8,47.0,ESFP,62.5,43.8,31.5,63.0,2024-02-26
251,User_000251,58,Female,Nigeria,Retired,No formal,Single,30370.16,100.0,8.8,79.1,1.7,64.6,ISFP,56.6,47.8,42.8,80.0,2024-02-23
252,User_000252,73,Female,China,Researcher,Primary,Married,22596.91,95.0,6.8,45.3,63.9,85.6,INFJ,52.6,53.8,41.2,77.8,2025-11-07
253,User_000253,66,Female,Peru,Doctor,Higher Secondary,Married,59224.74,100.0,7.9,75.1,60.0,72.2,ENFJ,61.4,69.0,18.3,100.0,2024-07-24
254,User_000254,27,Male,USA,Student,Bachelor,Divorced,26188.82,99.2,7.1,79.2,41.6,82.4,ESFJ,43.8,31.1,46.0,68.4,2024-10-06
255,User_000255,43,Female,Poland,Farmer,Primary,Single,56974.94,98.0,4.7,56.2,44.2,59.1,ISTP,32.5,39.0,27.0,73.4,2024-01-03
256,User_000256,59,Female,India,Engineer,Bachelor,Single,40335.88,99.2,5.9,79.4,36.6,35.3,ESTJ,83.0,50.7,7.1,87.5,2025-08-29
257,User_000257,80,Female,Russia,Artist,Secondary,Married,39098.96,91.4,7.2,81.0,51.6,43.6,ENFJ,20.6,46.4,48.5,72.0,2024-09-12
258,User_000258,30,Male,India,Student,Bachelor,Single,52823.48,98.8,8.6,97.0,37.1,100.0,ENTP,61.8,43.0,44.5,83.3,2025-04-08
259,User_000259,28,Male,UK,Service,Bachelor,Married,29389.85,97.5,8.5,55.2,79.7,49.2,ESTP,22.1,40.7,35.4,82.5,2024-05-11
260,User_000260,46,Male,China,Government,Bachelor,Single,51773.56,96.4,6.2,82.1,21.2,13.0,ISTP,42.9,55.4,53.9,42.7,2025-02-25
261,User_000261,25,Male,Pakistan,Sales,Secondary,Married,29732.82,100.0,8.0,57.1,36.9,9.1,ESTP,11.9,57.4,38.9,71.9,2025-11-01
262,User_000262,45,Male,Brazil,Freelancer,Master,Single,80856.53,100.0,6.7,71.0,90.2,88.1,ISFJ,48.5,66.6,22.4,84.3,2025-01-17
263,User_000263,53,Male,India,Teacher,Bachelor,Married,48365.45,100.0,9.0,52.9,57.0,35.9,ESFJ,79.0,64.1,57.3,82.0,2024-01-30
264,User_000264,35,Non-binary,China,Retired,Bachelor,Single,46554.17,100.0,8.6,64.6,52.9,26.8,ESFJ,72.4,65.3,52.4,80.9,2024-05-12
265,User_000265,46,Male,China,Doctor,No formal,Married,25754.22,100.0,7.5,67.5,41.8,51.5,ENFJ,41.6,55.9,33.9,100.0,2024-04-28
266,User_000266,64,Female,UK,Nurse,Higher Secondary,Married,122679.59,94.4,6.9,52.0,65.5,44.1,ENFJ,80.1,24.6,17.2,81.3,2024-02-01
267,User_000267,39,Female,India,Government,Primary,Single,34041.88,100.0,5.6,56.1,32.3,8.4,ESTP,18.6,61.0,13.9,71.6,2024-03-26
268,User_000268,36,Male,China,Nurse,Secondary,Married,39115.44,94.6,7.0,70.4,31.1,29.7,INFP,36.6,38.3,37.6,75.9,2025-05-15
269,User_000269,45,Female,India,Retired,No formal,Married,20501.04,95.9,6.2,76.0,100.0,22.7,ENFJ,42.1,56.2,48.9,56.8,2025-10-15
270,User_000270,34,Female,China,Doctor,No formal,Married,18911.12,100.0,7.9,55.0,56.7,34.2,ESFJ,63.3,56.7,36.4,73.0,2025-12-30
271,User_000271,85,Male,Bangladesh,Teacher,Master,Married,92142.77,83.6,8.2,47.0,26.7,49.9,ISTP,28.4,53.4,50.9,70.6,2025-06-19
272,User_000272,47,Female,China,Researcher,Bachelor,Single,56705.14,92.9,7.2,73.2,83.6,30.0,INFP,28.3,37.2,34.2,66.8,2025-05-19
273,User_000273,37,Male,Ethiopia,Nurse,Bachelor,Married,35409.97,91.2,7.9,76.2,77.5,41.3,ENFJ,56.8,69.6,15.8,75.2,2025-05-22
274,User_000274,50,Female,Australia,Farmer,No formal,Married,44511.97,100.0,7.5,68.1,54.6,21.4,ISFP,28.6,72.9,33.0,77.7,2025-09-09
275,User_000275,45,Female,India,Artist,Bachelor,Single,58264.6,92.0,8.9,74.5,38.1,59.9,INFJ,47.0,75.2,33.6,82.5,2024-10-08
276,User_000276,44,Female,Nigeria,Farmer,PhD,Single,297814.9,100.0,6.2,45.7,58.7,35.9,ENFJ,38.6,54.9,58.3,90.8,2025-02-20
277,User_000277,39,Male,Japan,Service,Master,Married,205084.88,94.3,6.5,61.1,46.4,43.6,INTJ,48.0,51.2,38.2,91.7,2025-06-15
278,User_000278,39,Male,USA,Student,Master,Married,63577.48,100.0,8.4,81.5,53.9,48.3,ESFJ,59.1,60.6,30.0,83.9,2024-02-26
279,User_000279,29,Male,China,Business Owner,Bachelor,Single,58469.81,100.0,7.5,65.7,51.5,63.4,ISFP,53.4,69.7,32.1,83.4,2025-03-01
280,User_000280,73,Non-binary,Indonesia,Athlete,Secondary,Married,42113.66,88.1,7.6,74.3,50.8,57.6,ISTJ,44.4,66.8,21.3,83.4,2025-06-22
281,User_000281,57,Female,USA,Engineer,Higher Secondary,Single,46852.75,84.8,8.7,89.7,40.7,49.9,ENFJ,64.9,27.2,37.3,75.0,2024-07-17
282,User_000282,52,Male,China,Nurse,Primary,Divorced,24027.99,90.7,7.4,55.9,38.5,31.4,INFJ,45.1,54.9,11.2,61.9,2024-06-16
283,User_000283,45,Male,UK,Artist,Higher Secondary,Single,82811.62,100.0,8.8,92.5,49.7,53.4,ENTJ,55.3,54.1,30.8,98.3,2024-04-07
284,User_000284,34,Female,Kenya,Service,Bachelor,Single,23972.91,94.4,6.6,61.2,53.4,63.4,ESTP,77.7,34.4,41.0,83.6,2025-11-28
285,User_000285,37,Male,Germany,Doctor,Secondary,Married,25739.2,100.0,8.3,60.0,63.6,55.1,ENTJ,75.6,35.5,7.8,64.9,2024-03-07
286,User_000286,30,Male,Russia,Freelancer,Master,Single,66456.7,100.0,7.1,74.6,51.8,48.9,ENTJ,40.3,66.7,47.1,82.8,2024-02-23
287,User_000287,38,Female,Bangladesh,Business Owner,Secondary,Single,52467.94,100.0,8.2,73.4,38.4,48.2,ESFJ,60.6,61.6,37.0,87.5,2025-10-15
288,User_000288,33,Male,Ukraine,IT Professional,Master,Married,86984.82,96.1,6.6,54.0,85.2,11.3,ENTJ,29.3,36.5,39.0,69.0,2024-12-07
289,User_000289,81,Female,Ethiopia,Engineer,Primary,Married,17534.89,94.7,10.4,52.7,66.0,62.5,INTJ,47.4,54.8,13.8,97.4,2024-10-13
290,User_000290,63,Female,Argentina,Athlete,Primary,Married,35966.3,99.3,8.5,71.9,37.9,58.2,INFP,43.2,56.4,10.5,91.0,2025-05-16
291,User_000291,48,Male,Russia,Writer,Higher Secondary,Married,33193.3,81.1,6.5,86.7,18.4,18.5,INFJ,28.9,55.7,50.1,68.1,2025-07-26
292,User_000292,36,Female,China,Artist,Secondary,Single,42248.77,91.3,7.8,64.2,61.6,22.2,ESFJ,62.2,34.4,27.2,70.8,2024-02-07
293,User_000293,34,Male,China,Government,Secondary,Single,43704.79,96.1,5.2,71.6,64.1,67.0,INTJ,24.9,30.2,54.6,76.2,2024-03-29
294,User_000294,44,Male,India,Athlete,Secondary,Married,31203.99,92.1,8.3,69.0,70.7,73.5,ENFJ,49.9,27.2,54.7,60.6,2024-05-12
295,User_000295,63,Female,China,Sales,Higher Secondary,Widowed,46268.3,95.1,7.7,67.6,57.9,25.9,ESFJ,23.9,92.7,41.7,76.0,2025-12-08
296,User_000296,30,Female,Egypt,Government,Secondary,Divorced,69772.25,100.0,6.5,56.5,72.3,50.7,ESTP,36.0,51.4,24.5,66.4,2024-06-15
297,User_000297,56,Male,USA,Business Owner,Higher Secondary,Married,64429.54,89.1,7.1,40.3,19.2,67.0,ENFJ,28.2,31.4,38.1,64.6,2024-07-16
298,User_000298,38,Female,India,Nurse,Higher Secondary,Married,62067.27,100.0,7.3,39.9,37.4,44.6,ISTJ,50.3,47.1,29.4,80.2,2024-07-04
299,User_000299,40,Male,China,Business Owner,Bachelor,Married,93420.35,100.0,9.2,69.7,33.9,63.1,INFJ,39.9,65.0,27.4,99.0,2024-12-13
300,User_000300,48,Male,China,Manager,Higher Secondary,Divorced,27266.0,93.4,7.2,53.5,68.8,57.4,INTP,20.8,66.8,62.0,68.8,2024-07-11
301,User_000301,36,Female,India,Government,Bachelor,Married,57981.83,100.0,7.0,75.1,58.2,31.4,ENFP,62.2,47.2,43.3,74.4,2025-10-25
302,User_000302,43,Male,Nigeria,Manager,Master,Married,73242.41,100.0,7.3,46.0,63.0,68.4,ENFP,34.5,32.9,21.0,66.5,2024-08-22
303,User_000303,35,Female,China,Nurse,Secondary,Married,26746.98,100.0,8.4,75.9,43.1,23.2,ENFP,19.5,33.5,28.6,63.9,2025-10-07
304,User_000304,39,Female,Mexico,IT Professional,Secondary,Single,51924.4,100.0,7.9,54.2,61.3,59.7,ENFP,73.7,65.4,31.5,78.5,2025-01-22
305,User_000305,60,Female,Vietnam,Homemaker,Bachelor,Divorced,27065.35,98.2,6.7,94.9,36.6,37.9,INTJ,26.7,75.9,31.8,90.3,2025-04-19
306,User_000306,48,Male,Nigeria,Manager,Bachelor,Married,125326.51,100.0,6.0,51.5,69.5,20.1,ENTJ,37.1,72.2,22.7,81.0,2024-04-06
307,User_000307,60,Female,India,Writer,Bachelor,Married,73293.31,100.0,6.2,62.4,44.4,49.4,ISFJ,13.4,46.8,52.7,87.1,2024-10-12
308,User_000308,38,Female,Pakistan,Artist,Bachelor,Single,37273.06,99.7,9.1,79.0,91.8,71.3,ENFP,22.8,56.3,32.3,93.8,2024-01-13
309,User_000309,56,Male,China,Manager,Higher Secondary,Divorced,39186.13,100.0,6.1,52.9,100.0,36.6,INTJ,46.9,79.3,21.1,70.7,2025-11-11
310,User_000310,28,Female,Egypt,Sales,Master,Single,66265.06,100.0,7.7,82.6,15.7,48.2,ESTP,71.2,50.8,18.4,79.5,2025-09-23
311,User_000311,48,Male,Brazil,Writer,Primary,Married,40152.58,100.0,6.5,78.3,65.9,86.6,ISTP,37.6,43.7,23.3,100.0,2025-12-21
312,User_000312,58,Female,China,Sales,Secondary,Married,113833.84,97.6,6.1,60.6,66.1,29.0,ENFJ,48.9,75.9,32.4,67.1,2025-04-26
313,User_000313,28,Female,China,IT Professional,Primary,Single,26921.2,100.0,6.5,95.5,48.5,30.4,ESFJ,52.0,75.8,16.7,86.5,2025-01-21
314,User_000314,38,Female,New Zealand,Nurse,Master,Single,69663.12,95.9,6.8,100.0,46.5,51.4,INFJ,34.7,60.3,49.7,58.9,2024-08-22
315,User_000315,48,Female,Pakistan,Farmer,Primary,Single,31248.12,81.4,7.8,64.9,37.7,39.4,INTJ,64.9,43.4,68.1,86.2,2025-03-01
316,User_000316,65,Male,Nigeria,Doctor,Higher Secondary,Married,32742.43,90.2,9.3,75.1,38.0,22.6,ENTP,72.3,51.3,22.2,73.1,2024-04-09
317,User_000317,39,Female,Italy,Unemployed,Primary,Married,22135.9,100.0,6.6,83.5,66.8,14.0,ENFP,46.8,50.1,28.4,65.6,2024-09-29
318,User_000318,56,Female,Nigeria,Sales,No formal,Single,18042.95,100.0,6.5,80.5,29.9,17.0,ENTJ,61.1,34.4,45.1,56.3,2024-12-29
319,User_000319,75,Female,India,Homemaker,Bachelor,Single,20105.02,98.7,8.3,84.5,53.0,15.4,ISTJ,43.0,77.9,47.0,100.0,2025-08-12
320,User_000320,57,Male,USA,Nurse,Secondary,Divorced,25243.28,95.1,5.1,64.1,10.8,45.0,ESTP,81.1,31.5,49.3,61.4,2024-09-06
321,User_000321,44,Male,Brazil,IT Professional,Higher Secondary,Married,24828.17,100.0,6.1,83.5,52.7,43.3,ISTJ,62.3,42.7,25.2,59.4,2025-06-10
322,User_000322,53,Male,China,Teacher,Secondary,Single,26485.55,87.9,5.9,62.4,61.4,25.6,ENFP,52.6,31.1,51.5,69.6,2025-07-05
323,User_000323,39,Male,Philippines,Doctor,Master,Married,52152.59,87.6,8.1,67.8,49.2,34.9,ISTJ,28.9,52.6,27.3,67.6,2024-11-01
324,User_000324,48,Male,Russia,Service,Higher Secondary,Single,31794.61,91.7,7.7,52.2,40.8,30.2,ESFP,77.8,36.5,61.4,84.4,2025-09-23
325,User_000325,45,Male,India,Teacher,Bachelor,Married,39067.86,100.0,8.8,46.1,59.9,36.7,ESTP,34.8,67.7,41.0,75.6,2025-03-24
326,User_000326,52,Male,India,Freelancer,Higher Secondary,Married,120858.08,99.8,6.9,100.0,32.7,64.7,ENFJ,75.6,59.8,13.0,74.5,2024-10-04
327,User_000327,41,Female,China,Business Owner,Secondary,Married,37047.29,100.0,6.7,93.1,63.2,25.9,ENTJ,65.4,19.5,31.6,61.7,2024-04-02
328,User_000328,53,Female,Indonesia,Unemployed,Bachelor,Single,34825.84,81.8,8.0,55.7,26.6,30.0,ISFP,37.9,43.1,45.6,61.5,2024-12-01
329,User_000329,41,Female,China,Retired,Higher Secondary,Single,91603.61,100.0,8.0,100.0,33.6,56.3,INFJ,63.0,45.3,58.0,73.2,2024-11-12
330,User_000330,62,Female,India,Service,Primary,Single,27113.37,76.0,7.8,57.0,57.2,39.7,INFP,76.7,31.8,25.0,64.2,2025-04-12
331,User_000331,42,Female,Nigeria,Freelancer,Secondary,Single,113261.69,100.0,8.3,88.5,70.2,45.0,ENFP,45.5,68.0,34.4,71.1,2024-06-10
332,User_000332,25,Female,China,Sales,Secondary,Widowed,26550.32,97.2,8.3,79.9,59.1,69.3,ENFJ,20.9,29.5,44.9,78.1,2025-02-04
333,User_000333,34,Male,Brazil,Artist,Higher Secondary,Single,41453.93,93.1,7.1,78.9,81.9,37.5,ENTJ,22.4,49.9,10.9,62.2,2025-12-09
334,User_000334,47,Female,India,Service,Higher Secondary,Married,39161.68,100.0,6.5,75.2,63.7,47.9,ENFJ,29.3,77.7,37.3,85.8,2024-04-10
335,User_000335,81,Male,China,IT Professional,Primary,Married,17862.18,92.5,8.3,59.7,68.1,55.1,ENTP,57.3,69.3,49.4,86.9,2024-08-12
336,User_000336,61,Female,South Africa,Teacher,Master,Married,74749.26,99.6,9.1,79.5,48.3,36.1,ENFJ,70.1,34.2,5.8,73.4,2025-12-21
