pattern_id,user_id,habit_strength,habit_consistency,procrastination_score,discipline_score,addiction_score,distraction_pattern,focus_pattern,stress_pattern,coping_style,decision_style,thinking_style,learning_style,risk_behavior,emotional_pattern,social_pattern,growth_pattern,stability_index,recorded_at
163,163,52.6,49.2,73.2,52.1,66.5,70.2,32.6,90.9,Spiritual,Conceptual,Creative,Reading/Writing,65.7,67.4,73.0,54.3,63.3,2025-06-30
164,164,54.9,49.7,73.4,50.7,69.4,44.8,46.7,63.9,Mixed,Behavioral,Systems,Multimodal,14.8,36.2,43.4,61.6,39.5,2025-06-30
165,165,43.9,34.2,51.5,42.6,81.8,90.0,10.2,74.3,Spiritual,Conceptual,Lateral,Kinesthetic,30.5,21.0,45.9,35.8,34.2,2025-06-30
166,166,18.8,18.6,100.0,14.0,88.6,84.0,7.2,54.6,Emotion-focused,Intuitive,Creative,Visual,15.3,46.3,75.3,25.7,39.0,2025-06-30
167,167,54.8,18.1,85.6,21.0,100.0,75.1,15.4,31.0,Avoidance,Directive,Systems,Kinesthetic,44.4,14.3,57.5,15.4,12.2,2025-06-30
168,168,54.2,60.1,48.9,58.0,41.9,73.3,17.0,39.2,Spiritual,Intuitive,Lateral,Visual,30.6,46.2,17.7,33.8,55.5,2025-06-30
169,169,47.3,36.3,65.7,40.3,77.5,80.1,20.7,42.1,Avoidance,Directive,Linear,Multimodal,41.6,52.7,30.2,49.4,44.3,2025-06-30
170,170,32.1,34.7,74.3,25.8,70.4,58.9,38.0,14.0,Avoidance,Directive,Critical,Multimodal,36.9,29.1,72.5,26.1,23.3,2025-06-30
171,171,64.6,44.9,62.4,54.5,70.4,48.1,36.7,31.4,Social,Analytical,Creative,Multimodal,38.7,35.0,50.3,28.5,35.8,2025-06-30
172,172,88.6,61.1,17.0,86.9,48.3,52.9,50.0,1.7,Social,Conceptual,Lateral,Reading/Writing,23.2,45.5,57.9,72.0,58.6,2025-06-30
173,173,53.1,60.6,36.4,49.3,77.0,90.9,21.6,41.1,Social,Behavioral,Systems,Multimodal,59.3,48.2,59.9,42.2,50.1,2025-06-30
174,174,40.1,34.6,56.8,45.6,88.5,49.6,52.3,58.1,Emotion-focused,Analytical,Lateral,Auditory,22.8,47.1,42.0,40.9,45.1,2025-06-30
175,175,48.4,38.1,58.2,52.9,55.2,67.5,37.8,40.9,Avoidance,Conceptual,Critical,Kinesthetic,59.2,49.8,30.8,29.3,34.4,2025-06-30
176,176,64.7,78.0,58.9,67.7,32.5,66.5,48.3,53.0,Avoidance,Analytical,Critical,Reading/Writing,62.9,13.8,22.7,54.9,42.6,2025-06-30
177,177,29.6,43.4,66.8,41.6,77.8,59.2,33.2,59.2,Mixed,Conceptual,Creative,Visual,17.9,28.7,34.8,33.7,40.6,2025-06-30
178,178,55.3,62.5,45.9,60.6,75.9,53.7,37.1,40.6,Problem-focused,Analytical,Systems,Reading/Writing,19.5,61.8,63.2,53.8,52.2,2025-06-30
179,179,67.7,67.1,38.2,62.9,67.1,69.2,26.5,40.9,Social,Behavioral,Critical,Reading/Writing,54.2,35.6,68.2,65.8,46.5,2025-06-30
180,180,46.6,47.5,59.5,39.5,100.0,97.3,19.0,33.5,Spiritual,Conceptual,Critical,Reading/Writing,53.9,39.3,81.5,27.6,54.8,2025-06-30
181,181,50.1,26.7,52.0,43.3,67.6,61.2,35.3,66.5,Social,Behavioral,Linear,Visual,48.3,26.8,30.6,42.9,34.0,2025-06-30
182,182,75.4,77.1,28.7,77.2,46.0,44.0,55.4,64.9,Spiritual,Conceptual,Lateral,Auditory,53.2,75.7,59.8,62.6,71.9,2025-06-30
183,183,61.6,67.1,51.4,57.9,83.6,62.8,35.2,62.9,Social,Directive,Linear,Kinesthetic,35.9,22.8,83.8,58.0,42.7,2025-06-30
184,184,86.2,76.1,42.7,76.3,43.5,46.8,45.1,63.3,Social,Conceptual,Systems,Auditory,54.6,60.6,33.0,70.7,80.2,2025-06-30
185,185,73.3,62.1,58.6,68.9,73.6,38.0,55.1,97.8,Avoidance,Behavioral,Linear,Reading/Writing,31.2,0.0,65.6,33.2,30.7,2025-06-30
186,186,81.1,65.6,30.2,72.8,42.5,37.7,55.1,28.5,Emotion-focused,Intuitive,Linear,Kinesthetic,57.2,40.5,69.0,66.5,42.9,2025-06-30
187,187,72.4,68.1,34.0,84.8,24.5,41.4,50.0,50.0,Problem-focused,Conceptual,Lateral,Visual,78.5,51.5,40.3,72.3,54.2,2025-06-30
188,188,92.6,93.3,22.3,85.9,36.5,49.6,57.5,34.7,Problem-focused,Analytical,Linear,Reading/Writing,37.1,6.3,57.8,44.3,47.3,2025-06-30
189,189,67.3,62.5,31.6,81.5,36.1,62.9,35.4,41.9,Social,Directive,Lateral,Multimodal,40.0,24.2,46.6,51.3,39.0,2025-06-30
190,190,41.7,56.8,41.9,62.7,62.3,51.3,41.4,63.0,Spiritual,Behavioral,Linear,Multimodal,36.5,29.4,55.5,41.4,39.7,2025-06-30
191,191,36.1,45.9,46.7,44.0,55.4,73.8,25.6,15.9,Social,Conceptual,Critical,Kinesthetic,34.2,90.6,13.1,51.1,65.3,2025-06-30
192,192,30.6,59.5,49.6,53.7,65.7,63.5,40.7,80.8,Mixed,Directive,Creative,Reading/Writing,63.5,27.2,7.5,31.1,38.7,2025-06-30
193,193,25.7,26.6,79.9,32.0,74.2,82.2,19.5,54.4,Avoidance,Analytical,Linear,Visual,26.1,59.9,63.6,37.0,34.7,2025-06-30
194,194,50.4,69.6,33.8,58.0,41.0,68.6,32.8,68.5,Mixed,Directive,Linear,Kinesthetic,48.4,66.9,60.5,47.1,65.4,2025-06-30
195,195,55.2,62.8,58.6,53.1,53.9,37.0,58.0,59.7,Social,Conceptual,Lateral,Auditory,4.8,16.8,11.1,47.2,46.5,2025-06-30
196,196,39.1,32.9,49.5,41.9,72.1,81.0,24.1,50.0,Spiritual,Intuitive,Creative,Visual,20.7,49.5,43.2,53.1,35.8,2025-06-30
197,197,62.0,49.4,72.6,55.7,79.6,80.4,30.3,56.1,Problem-focused,Intuitive,Lateral,Kinesthetic,28.1,52.4,11.4,44.3,44.9,2025-06-30
198,198,80.9,64.0,25.8,70.0,45.5,56.6,41.0,33.0,Mixed,Conceptual,Creative,Visual,20.5,40.7,66.3,57.7,43.4,2025-06-30
199,199,17.3,23.2,56.7,26.7,96.2,94.8,6.5,35.5,Problem-focused,Directive,Creative,Auditory,58.7,50.9,50.9,26.7,21.9,2025-06-30
200,200,74.9,69.0,34.9,53.3,71.8,63.1,34.1,50.5,Social,Behavioral,Creative,Reading/Writing,46.3,52.7,40.7,68.7,48.4,2025-06-30
201,201,82.9,70.3,39.1,73.5,40.1,47.8,64.4,97.6,Emotion-focused,Intuitive,Systems,Kinesthetic,26.5,35.3,51.4,51.0,45.2,2025-06-30
202,202,75.9,62.7,58.2,58.0,82.6,65.7,30.5,45.9,Avoidance,Conceptual,Critical,Kinesthetic,58.1,19.3,39.7,55.0,31.6,2025-06-30
203,203,51.5,38.7,46.6,43.0,87.0,77.0,12.0,81.2,Avoidance,Intuitive,Lateral,Auditory,33.0,19.5,66.4,27.9,33.3,2025-06-30
204,204,42.1,57.4,67.1,42.5,90.7,90.5,12.0,0.2,Social,Analytical,Critical,Reading/Writing,52.4,33.8,62.5,13.8,30.6,2025-06-30
205,205,61.9,56.9,55.5,56.3,59.2,65.8,34.0,66.4,Avoidance,Behavioral,Linear,Kinesthetic,67.2,28.1,40.7,56.4,43.3,2025-06-30
206,206,53.9,82.1,33.0,77.5,32.2,50.1,57.6,58.6,Avoidance,Directive,Systems,Auditory,31.6,78.2,48.2,50.1,56.0,2025-06-30
207,207,78.0,53.7,35.4,64.6,49.3,77.5,37.0,54.8,Avoidance,Analytical,Linear,Auditory,18.0,28.9,46.1,58.5,47.3,2025-06-30
208,208,76.0,85.9,21.5,86.7,50.0,17.7,76.0,48.1,Avoidance,Behavioral,Linear,Visual,37.7,46.5,20.6,40.0,58.3,2025-06-30
209,209,65.0,91.7,46.4,75.0,42.7,42.2,61.3,48.4,Spiritual,Behavioral,Critical,Visual,44.6,55.6,49.4,46.5,70.4,2025-06-30
210,210,64.3,69.3,47.0,58.4,47.5,67.7,45.8,45.7,Mixed,Behavioral,Lateral,Multimodal,18.2,23.0,69.2,39.5,41.3,2025-06-30
211,211,50.1,56.2,67.3,56.1,65.3,41.6,49.2,47.6,Spiritual,Intuitive,Creative,Visual,29.4,34.0,50.5,31.7,32.8,2025-06-30
212,212,60.4,55.4,48.4,56.5,81.8,61.7,35.0,51.1,Problem-focused,Intuitive,Lateral,Auditory,60.6,28.6,2.8,42.8,39.0,2025-06-30
213,213,69.6,44.1,59.6,52.1,74.8,85.8,18.0,47.1,Mixed,Analytical,Systems,Visual,68.9,10.0,47.6,33.2,39.8,2025-06-30
214,214,51.3,60.7,35.2,60.8,62.9,72.4,36.8,42.0,Mixed,Directive,Linear,Visual,32.2,24.7,53.3,46.5,37.5,2025-06-30
215,215,32.6,34.6,68.4,40.7,87.4,79.6,20.9,76.4,Mixed,Directive,Lateral,Kinesthetic,59.1,63.0,23.3,51.0,50.4,2025-06-30
216,216,50.6,43.1,31.9,52.0,76.2,59.6,31.4,71.1,Spiritual,Conceptual,Creative,Visual,67.1,46.4,65.9,42.0,49.2,2025-06-30
217,217,53.1,29.2,59.9,34.6,71.4,96.3,3.4,2.4,Avoidance,Intuitive,Critical,Visual,19.4,48.0,61.9,32.2,38.9,2025-06-30
218,218,63.5,76.9,22.7,68.6,69.0,36.2,50.5,41.9,Mixed,Analytical,Linear,Multimodal,46.3,18.8,49.4,71.0,48.1,2025-06-30
219,219,62.0,85.8,16.3,78.5,45.8,17.2,82.9,90.6,Spiritual,Analytical,Linear,Auditory,53.1,28.9,17.0,53.0,62.6,2025-06-30
220,220,50.9,57.4,56.6,54.7,72.4,58.0,38.7,81.8,Spiritual,Conceptual,Linear,Visual,63.6,41.8,86.9,37.7,50.9,2025-06-30
221,221,58.8,45.4,45.9,49.1,66.8,63.3,45.6,42.6,Social,Conceptual,Lateral,Auditory,57.4,20.9,77.8,30.1,35.2,2025-06-30
222,222,33.9,44.1,67.1,29.8,62.5,78.1,14.3,57.5,Social,Analytical,Critical,Reading/Writing,25.1,39.2,44.3,13.5,42.5,2025-06-30
223,223,57.3,33.0,52.7,49.8,79.1,33.6,55.8,45.0,Mixed,Directive,Lateral,Kinesthetic,14.8,9.2,56.1,32.4,28.5,2025-06-30
224,224,52.4,56.6,74.2,41.4,58.2,73.2,20.5,41.2,Social,Conceptual,Critical,Visual,64.3,38.3,60.3,28.2,37.4,2025-06-30
225,225,47.3,52.2,40.5,50.9,58.0,94.3,18.2,39.8,Spiritual,Analytical,Lateral,Kinesthetic,33.4,43.3,46.3,52.8,55.0,2025-06-30
226,226,87.1,82.5,19.6,84.7,51.0,34.3,61.5,53.3,Mixed,Directive,Systems,Auditory,70.4,24.2,36.9,64.1,60.2,2025-06-30
227,227,35.2,42.2,61.4,39.1,99.6,92.5,4.9,57.5,Mixed,Analytical,Critical,Kinesthetic,72.8,43.1,45.3,20.7,43.4,2025-06-30
228,228,45.1,42.2,60.6,47.5,62.1,61.0,20.4,57.4,Emotion-focused,Conceptual,Systems,Kinesthetic,0.0,56.8,38.2,43.2,43.3,2025-06-30
229,229,51.4,45.7,47.5,55.2,52.8,86.6,15.1,49.0,Social,Conceptual,Lateral,Multimodal,56.4,32.2,46.7,56.8,38.7,2025-06-30
230,230,6.3,36.8,77.4,24.3,100.0,82.5,20.5,65.1,Avoidance,Behavioral,Creative,Reading/Writing,52.5,25.2,39.0,10.5,26.8,2025-06-30
231,231,36.1,19.1,69.4,23.9,90.6,84.5,14.5,56.5,Problem-focused,Conceptual,Lateral,Multimodal,37.9,42.7,76.5,29.1,32.4,2025-06-30
232,232,88.9,76.8,45.6,71.0,44.4,33.0,66.1,43.8,Spiritual,Analytical,Linear,Multimodal,9.5,63.0,59.2,60.0,70.3,2025-06-30
233,233,40.9,63.1,54.5,53.3,59.4,51.7,29.7,59.4,Spiritual,Behavioral,Systems,Reading/Writing,66.3,26.1,63.5,27.5,39.8,2025-06-30
234,234,50.5,49.4,44.4,58.6,68.2,46.4,39.0,55.3,Problem-focused,Behavioral,Systems,Kinesthetic,27.9,50.9,67.9,40.1,46.8,2025-06-30
235,235,78.8,79.8,22.0,73.9,39.2,49.6,70.5,68.0,Emotion-focused,Directive,Linear,Visual,59.8,32.3,46.4,69.1,55.0,2025-06-30
236,236,17.5,20.9,72.7,25.4,79.3,84.6,12.4,34.3,Mixed,Analytical,Creative,Multimodal,62.4,22.1,30.1,29.3,19.9,2025-06-30
237,237,48.0,50.9,59.4,43.3,54.9,74.3,15.0,50.3,Social,Behavioral,Creative,Visual,26.6,34.3,43.0,31.5,37.7,2025-06-30
238,238,60.8,56.1,46.1,53.1,72.9,61.3,42.7,50.3,Emotion-focused,Analytical,Critical,Kinesthetic,59.7,52.1,31.4,48.6,42.4,2025-06-30
239,239,52.2,66.1,44.0,56.3,40.2,66.8,35.0,38.6,Problem-focused,Conceptual,Lateral,Multimodal,33.5,4.2,48.5,28.1,27.9,2025-06-30
240,240,55.0,57.6,42.9,58.7,64.1,27.7,52.2,64.8,Mixed,Conceptual,Linear,Reading/Writing,13.1,15.3,37.0,21.7,44.9,2025-06-30
241,241,57.2,70.3,46.5,60.4,71.0,63.4,33.6,45.7,Mixed,Analytical,Creative,Multimodal,49.3,7.9,48.2,47.3,29.6,2025-06-30
242,242,73.2,53.5,44.6,60.6,56.8,59.6,40.8,39.4,Mixed,Conceptual,Linear,Auditory,36.3,31.4,39.3,23.3,31.7,2025-06-30
243,243,43.1,36.8,66.2,29.9,90.3,85.2,17.6,65.1,Social,Intuitive,Creative,Multimodal,55.9,57.6,60.0,28.9,47.7,2025-06-30
244,244,67.8,67.3,30.7,65.0,50.8,51.3,46.8,24.8,Spiritual,Directive,Systems,Kinesthetic,6.0,50.9,27.0,51.2,51.0,2025-06-30
245,245,55.6,58.8,41.3,58.9,73.3,56.5,46.8,72.4,Problem-focused,Analytical,Systems,Reading/Writing,37.0,34.7,42.8,54.2,51.3,2025-06-30
246,246,71.4,57.2,43.9,57.8,51.5,69.3,29.6,28.6,Problem-focused,Analytical,Linear,Kinesthetic,48.6,15.4,47.8,22.9,30.6,2025-06-30
247,247,73.7,79.6,27.7,73.7,68.2,67.7,49.3,53.7,Avoidance,Behavioral,Creative,Visual,43.6,77.6,41.0,83.4,69.7,2025-06-30
248,248,76.1,40.2,38.1,53.5,77.4,100.0,14.8,47.8,Social,Directive,Creative,Kinesthetic,50.2,11.8,17.7,40.9,30.3,2025-06-30
249,249,35.3,52.1,89.3,33.2,78.1,84.7,6.1,99.0,Problem-focused,Intuitive,Linear,Visual,36.8,5.0,45.0,29.7,33.6,2025-06-30
250,250,54.7,52.0,66.2,43.8,97.1,49.1,43.2,76.5,Problem-focused,Analytical,Critical,Reading/Writing,20.2,39.4,43.5,35.8,47.4,2025-06-30
251,251,64.8,27.3,57.9,47.8,78.3,78.4,26.5,30.1,Spiritual,Directive,Lateral,Reading/Writing,14.1,66.3,46.1,47.8,47.5,2025-06-30
252,252,48.2,55.3,64.7,53.8,44.9,73.2,24.7,30.4,Spiritual,Conceptual,Systems,Kinesthetic,50.5,68.1,41.2,46.4,67.3,2025-06-30
253,253,70.1,73.7,44.5,69.0,66.8,39.3,46.9,47.9,Social,Directive,Linear,Visual,16.4,56.8,39.8,65.4,73.6,2025-06-30
254,254,29.6,36.6,70.8,31.1,76.4,62.6,39.9,50.5,Problem-focused,Behavioral,Critical,Visual,36.5,56.8,67.8,40.0,44.5,2025-06-30
255,255,33.9,24.9,70.4,39.0,93.3,71.3,25.4,71.2,Spiritual,Conceptual,Lateral,Kinesthetic,39.3,18.6,47.5,46.8,20.6,2025-06-30
256,256,61.2,37.8,51.6,50.7,75.4,82.4,22.5,13.2,Avoidance,Analytical,Critical,Auditory,8.7,29.2,10.9,26.6,42.2,2025-06-30
257,257,65.1,54.8,60.4,46.4,84.7,68.0,28.1,45.3,Social,Directive,Lateral,Multimodal,36.3,46.0,89.7,36.1,44.1,2025-06-30
258,258,26.6,34.4,45.4,43.0,57.2,70.8,36.5,74.2,Spiritual,Conceptual,Critical,Visual,41.3,64.1,23.9,45.8,51.7,2025-06-30
259,259,44.4,16.2,61.1,40.7,77.1,81.5,18.1,35.5,Emotion-focused,Analytical,Linear,Reading/Writing,25.8,34.7,83.2,47.5,25.8,2025-06-30
260,260,48.8,37.3,61.4,55.4,60.4,42.6,41.7,57.2,Mixed,Behavioral,Creative,Visual,36.1,30.6,51.9,60.2,22.5,2025-06-30
261,261,51.1,53.2,48.4,57.4,71.8,59.3,42.4,21.3,Social,Conceptual,Critical,Auditory,35.2,43.2,92.2,30.9,39.3,2025-06-30
262,262,53.9,63.8,34.1,66.6,61.6,51.5,54.1,46.2,Emotion-focused,Directive,Systems,Multimodal,11.8,67.7,51.4,56.7,59.8,2025-06-30
263,263,63.7,68.5,46.1,64.1,49.5,63.6,43.5,37.1,Avoidance,Directive,Critical,Kinesthetic,65.8,45.4,5.1,56.9,60.2,2025-06-30
264,264,68.9,69.4,37.6,65.3,60.4,61.3,45.8,31.6,Spiritual,Conceptual,Creative,Visual,40.1,43.5,41.0,38.1,46.0,2025-06-30
265,265,73.5,57.6,39.9,55.9,66.1,84.3,34.5,57.4,Mixed,Behavioral,Systems,Kinesthetic,30.2,61.3,80.7,68.0,55.0,2025-06-30
266,266,2.6,21.8,89.9,24.6,90.6,89.2,4.8,70.3,Problem-focused,Conceptual,Systems,Auditory,20.0,8.8,38.9,10.1,15.8,2025-06-30
267,267,63.3,51.1,43.1,61.0,65.1,51.7,40.2,38.3,Avoidance,Analytical,Critical,Auditory,29.1,56.8,85.3,44.8,52.8,2025-06-30
268,268,29.1,34.8,58.0,38.3,95.9,88.0,15.8,39.0,Social,Directive,Critical,Multimodal,46.2,37.1,55.9,45.9,32.9,2025-06-30
269,269,33.8,50.6,67.1,56.2,61.2,72.3,42.9,43.4,Social,Behavioral,Critical,Multimodal,44.0,15.1,55.4,44.3,26.2,2025-06-30
270,270,55.5,48.9,60.7,56.7,53.8,69.9,32.0,61.8,Emotion-focused,Behavioral,Creative,Auditory,26.5,46.2,29.8,41.4,49.0,2025-06-30
271,271,63.3,57.5,31.8,53.4,68.0,66.3,29.1,45.4,Mixed,Behavioral,Lateral,Reading/Writing,52.2,56.0,75.1,65.8,47.3,2025-06-30
272,272,38.6,46.8,69.9,37.2,72.1,68.4,28.0,74.0,Spiritual,Analytical,Creative,Auditory,26.8,10.4,78.3,43.7,26.4,2025-06-30
273,273,69.9,79.7,38.5,69.6,24.9,31.8,64.5,34.4,Problem-focused,Directive,Linear,Visual,20.2,87.5,34.4,53.4,81.5,2025-06-30
274,274,75.8,70.8,18.9,72.9,38.6,50.0,43.7,24.1,Spiritual,Behavioral,Lateral,Visual,35.1,9.4,65.1,48.9,39.5,2025-06-30
275,275,69.8,77.7,42.6,75.2,43.1,55.2,32.3,69.6,Social,Analytical,Linear,Auditory,53.1,46.9,49.1,59.6,67.1,2025-06-30
276,276,56.1,54.4,48.9,54.9,51.1,65.6,26.1,70.1,Emotion-focused,Directive,Linear,Kinesthetic,50.8,12.9,60.5,30.7,26.9,2025-06-30
277,277,40.6,56.9,79.0,51.2,66.3,56.9,41.7,42.1,Emotion-focused,Conceptual,Creative,Multimodal,36.4,35.5,59.7,66.3,48.9,2025-06-30
278,278,62.1,59.5,45.4,60.6,54.4,82.0,44.7,39.8,Emotion-focused,Directive,Critical,Reading/Writing,36.1,34.4,42.4,57.8,47.2,2025-06-30
279,279,67.9,59.7,19.2,69.7,49.4,71.9,22.7,18.5,Emotion-focused,Intuitive,Critical,Kinesthetic,20.0,40.3,46.5,71.6,60.6,2025-06-30
280,280,67.5,85.6,3.9,66.8,37.4,37.1,48.6,47.9,Problem-focused,Behavioral,Linear,Kinesthetic,20.5,42.6,64.9,42.1,68.1,2025-06-30
281,281,28.1,23.4,65.6,27.2,80.3,91.3,17.3,47.6,Problem-focused,Intuitive,Linear,Visual,29.5,32.1,33.4,32.6,33.4,2025-06-30
282,282,70.7,48.8,44.0,54.9,69.3,70.5,38.2,61.3,Social,Intuitive,Lateral,Kinesthetic,17.6,6.3,59.1,52.0,28.7,2025-06-30
283,283,83.3,47.8,95.0,54.1,59.4,88.8,26.8,65.5,Mixed,Directive,Systems,Auditory,28.0,40.0,60.7,38.0,42.5,2025-06-30
284,284,29.5,28.8,64.5,34.4,80.7,88.1,14.1,49.8,Emotion-focused,Directive,Lateral,Kinesthetic,48.3,59.8,18.8,49.6,41.5,2025-06-30
285,285,22.2,34.6,71.0,35.5,72.7,69.1,21.5,43.3,Problem-focused,Behavioral,Critical,Auditory,9.0,60.2,15.1,22.1,52.0,2025-06-30
286,286,65.4,59.5,41.0,66.7,49.4,70.1,28.4,29.2,Emotion-focused,Intuitive,Systems,Visual,48.2,37.8,63.0,71.6,48.9,2025-06-30
287,287,72.7,75.7,49.6,61.6,66.3,79.0,27.2,30.1,Spiritual,Conceptual,Linear,Visual,53.6,11.9,41.5,47.3,42.3,2025-06-30
288,288,38.5,40.8,74.0,36.5,100.0,86.1,13.3,75.8,Avoidance,Intuitive,Critical,Reading/Writing,36.4,9.9,49.2,31.8,18.5,2025-06-30
289,289,48.3,65.7,29.8,54.8,89.8,77.8,29.2,86.4,Mixed,Directive,Linear,Reading/Writing,16.8,56.4,54.7,39.2,54.7,2025-06-30
290,290,66.4,60.4,35.8,56.4,69.0,73.3,20.4,75.2,Social,Directive,Linear,Multimodal,16.5,44.7,58.4,55.1,39.7,2025-06-30
291,291,51.6,59.6,27.6,55.7,83.2,62.3,45.0,70.5,Spiritual,Conceptual,Systems,Visual,47.1,35.2,58.2,30.9,41.4,2025-06-30
292,292,48.0,32.4,50.8,34.4,100.0,42.0,47.0,46.8,Spiritual,Conceptual,Creative,Reading/Writing,9.6,19.9,21.6,36.1,32.0,2025-06-30
293,293,34.8,32.6,81.5,30.2,84.2,80.7,19.5,74.3,Emotion-focused,Directive,Linear,Multimodal,53.6,38.0,69.5,34.1,45.9,2025-06-30
294,294,52.9,25.4,78.0,27.2,80.9,88.1,6.4,66.3,Social,Intuitive,Linear,Visual,36.9,48.7,58.6,18.8,38.8,2025-06-30
295,295,90.7,100.0,16.8,92.7,36.3,39.4,64.9,61.0,Spiritual,Directive,Linear,Auditory,22.1,19.6,72.3,70.1,64.2,2025-06-30
296,296,46.7,39.0,40.8,51.4,76.8,71.6,29.5,51.3,Social,Behavioral,Creative,Reading/Writing,22.1,64.4,69.9,58.2,41.8,2025-06-30
297,297,35.7,28.3,83.7,31.4,78.7,76.6,18.3,63.5,Problem-focused,Intuitive,Systems,Reading/Writing,38.7,43.2,64.1,57.9,42.4,2025-06-30
298,298,40.6,48.1,48.0,47.1,65.6,53.9,57.0,52.5,Problem-focused,Behavioral,Creative,Kinesthetic,22.5,45.3,70.0,48.6,43.8,2025-06-30
299,299,76.4,56.5,58.5,65.0,62.8,44.0,55.5,56.9,Social,Analytical,Critical,Reading/Writing,12.3,43.5,65.8,52.5,47.9,2025-06-30
300,300,74.0,73.1,18.1,66.8,66.8,42.9,43.3,22.2,Emotion-focused,Directive,Creative,Kinesthetic,66.7,45.8,73.6,63.7,58.1,2025-06-30
301,301,39.2,37.4,73.6,47.2,88.0,68.7,23.7,21.1,Emotion-focused,Conceptual,Systems,Auditory,39.4,21.8,34.5,30.5,25.2,2025-06-30
302,302,23.1,42.9,62.0,32.9,76.7,93.5,3.8,60.9,Mixed,Behavioral,Critical,Reading/Writing,24.0,83.5,90.4,35.5,60.9,2025-06-30
303,303,43.0,25.1,70.2,33.5,94.0,72.3,15.3,70.3,Mixed,Conceptual,Linear,Auditory,27.8,52.0,69.5,36.9,42.5,2025-06-30
304,304,73.3,72.5,55.2,65.4,51.1,49.8,51.7,69.1,Mixed,Directive,Creative,Visual,33.7,70.4,37.9,56.6,67.9,2025-06-30
305,305,75.0,83.5,26.9,75.9,44.6,62.7,38.6,100.0,Problem-focused,Conceptual,Linear,Reading/Writing,31.2,45.5,66.9,54.4,63.1,2025-06-30
306,306,72.5,84.1,54.8,72.2,49.7,44.5,45.8,34.7,Spiritual,Analytical,Systems,Reading/Writing,0.6,49.5,68.6,61.2,63.2,2025-06-30
307,307,61.1,33.1,44.8,46.8,70.6,82.5,23.9,25.3,Avoidance,Directive,Lateral,Kinesthetic,60.1,49.8,83.4,25.2,44.7,2025-06-30
308,308,49.5,52.0,42.0,56.3,46.0,88.4,25.2,46.2,Emotion-focused,Conceptual,Creative,Kinesthetic,59.2,68.2,86.0,58.3,62.8,2025-06-30
309,309,96.9,82.7,24.4,79.3,45.2,36.4,61.2,72.7,Problem-focused,Directive,Creative,Reading/Writing,27.4,25.4,56.0,59.7,55.5,2025-06-30
310,310,45.0,44.6,54.1,50.8,74.5,56.1,35.7,49.6,Mixed,Analytical,Lateral,Kinesthetic,8.6,29.8,40.2,42.1,27.9,2025-06-30
311,311,49.8,49.8,41.7,43.7,72.8,55.4,58.8,48.5,Avoidance,Intuitive,Systems,Auditory,23.3,81.9,77.4,64.4,60.4,2025-06-30
312,312,62.0,78.9,24.8,75.9,48.0,41.4,63.5,61.5,Spiritual,Conceptual,Systems,Multimodal,26.9,53.1,67.4,62.5,66.1,2025-06-30
313,313,64.5,64.3,33.6,75.8,60.3,39.4,61.1,44.8,Problem-focused,Behavioral,Critical,Auditory,31.8,6.1,53.5,55.4,26.0,2025-06-30
314,314,47.0,60.4,44.2,60.3,65.4,70.7,34.6,62.0,Emotion-focused,Conceptual,Critical,Multimodal,65.6,32.3,59.2,59.1,51.1,2025-06-30
315,315,28.9,34.3,63.6,43.4,72.1,84.8,10.7,19.1,Social,Directive,Creative,Kinesthetic,45.3,33.1,52.9,45.6,34.0,2025-06-30
316,316,47.2,51.8,57.3,51.3,83.6,69.9,34.1,59.9,Mixed,Directive,Creative,Visual,43.2,62.6,32.9,20.5,57.1,2025-06-30
317,317,42.8,56.7,69.2,50.1,65.6,80.6,18.2,52.5,Avoidance,Analytical,Linear,Kinesthetic,30.9,15.8,51.9,38.7,29.8,2025-06-30
318,318,29.8,24.5,48.2,34.4,80.3,72.9,24.7,33.5,Avoidance,Intuitive,Linear,Reading/Writing,66.6,14.4,34.4,44.9,17.5,2025-06-30
319,319,77.3,70.3,32.2,77.9,63.0,42.8,49.1,44.2,Spiritual,Analytical,Systems,Kinesthetic,27.1,18.6,55.1,57.3,33.8,2025-06-30
320,320,43.3,30.1,62.3,31.5,70.6,95.0,3.6,50.0,Mixed,Behavioral,Lateral,Kinesthetic,61.0,19.6,0.0,21.9,32.7,2025-06-30
321,321,31.0,37.9,57.3,42.7,86.4,73.2,18.7,56.2,Mixed,Directive,Critical,Auditory,27.8,24.3,34.8,38.5,25.1,2025-06-30
322,322,26.6,30.8,69.5,31.1,100.0,93.7,10.5,57.9,Social,Conceptual,Lateral,Reading/Writing,52.8,14.9,52.8,33.2,20.2,2025-06-30
323,323,55.7,35.0,32.1,52.6,78.6,64.1,33.8,71.7,Problem-focused,Analytical,Critical,Visual,45.1,32.3,81.6,32.0,31.9,2025-06-30
324,324,37.4,34.0,51.4,36.5,94.1,74.1,24.6,58.9,Emotion-focused,Directive,Creative,Multimodal,72.6,38.0,19.2,26.1,24.9,2025-06-30
325,325,70.1,58.9,48.5,67.7,69.7,72.3,28.7,72.5,Social,Behavioral,Creative,Kinesthetic,35.0,41.1,67.1,58.7,50.8,2025-06-30
326,326,65.3,60.2,38.2,59.8,52.4,56.0,48.4,49.3,Mixed,Behavioral,Lateral,Kinesthetic,0.0,58.9,55.5,60.2,53.5,2025-06-30
