outcome_id,user_id,period,effort_score,surrender_score,balance_index,success_score,failure_score,productivity,creativity,leadership,financial_growth,career_growth,relationship_score,health_improvement,happiness_score,burnout_flag,success_label,recorded_at
188,188,Q1-2025,51.7,12.5,60.8,58.8,46.1,84.9,38.2,57.9,28.7,42.9,11.3,60.5,37.9,0,0,2025-12-31
189,189,H2-2025,75.1,32.1,57.0,59.3,47.3,76.0,66.9,60.0,34.8,61.0,29.5,45.2,49.2,0,0,2025-12-31
190,190,Q4-2025,78.2,30.0,51.8,53.8,44.0,70.1,68.6,58.5,3.9,59.8,26.5,45.0,53.2,0,0,2025-12-31
191,191,H2-2025,54.6,57.8,96.8,66.1,38.8,65.7,70.7,83.5,36.8,54.9,57.1,35.3,74.2,0,1,2025-12-31
192,192,Q2-2025,87.8,49.6,61.8,60.5,46.7,79.7,72.9,64.4,-1.1,74.3,14.6,31.4,77.2,0,0,2025-12-31
193,193,Q4-2025,50.9,76.1,74.8,37.9,54.8,40.5,34.7,73.9,9.5,50.1,46.4,20.1,52.5,0,0,2025-12-31
194,194,Q4-2025,63.8,80.3,83.5,63.8,23.6,51.5,78.3,83.4,49.9,47.1,56.6,24.1,56.5,0,0,2025-12-31
195,195,Q3-2025,44.7,48.6,96.1,69.1,23.1,68.4,31.0,83.5,54.0,56.9,3.4,25.3,64.1,0,1,2025-12-31
196,196,Q2-2025,94.0,56.7,62.7,57.0,49.4,58.4,89.9,43.8,16.3,51.1,50.6,52.8,58.5,0,0,2025-12-31
197,197,Q3-2025,37.1,31.3,94.2,75.2,26.8,35.5,31.7,69.8,42.0,26.7,32.7,20.9,45.5,0,1,2025-12-31
198,198,H1-2025,37.1,12.2,75.1,62.1,34.6,69.2,46.8,76.7,41.0,37.0,16.3,55.8,41.4,0,0,2025-12-31
199,199,Q2-2025,67.5,49.8,82.3,57.1,41.3,29.5,51.3,64.4,24.2,43.8,23.9,20.0,52.8,0,0,2025-12-31
200,200,Q2-2025,63.6,38.2,74.6,65.0,19.7,45.9,44.8,64.6,37.8,45.1,40.4,48.3,47.5,0,1,2025-12-31
201,201,H2-2025,65.3,25.1,59.8,46.5,50.6,73.4,64.2,65.8,7.2,46.1,27.7,35.6,60.8,0,0,2025-12-31
202,202,Q2-2025,58.1,58.5,99.6,61.4,41.2,38.1,67.9,78.1,27.9,45.1,28.0,35.5,21.4,0,0,2025-12-31
203,203,Q3-2025,50.8,39.2,88.4,56.1,25.6,44.5,84.5,63.0,57.4,48.0,28.2,45.8,42.5,0,0,2025-12-31
204,204,Q4-2025,66.9,32.3,65.4,45.1,49.9,43.9,31.8,46.9,4.1,32.2,26.7,22.0,36.4,1,0,2025-12-31
205,205,Q2-2025,58.2,36.6,78.4,54.2,50.4,43.4,76.2,63.5,16.2,29.3,10.3,61.6,60.3,0,0,2025-12-31
206,206,Q3-2025,50.1,49.1,99.0,83.3,25.9,65.1,77.2,84.6,51.1,64.6,40.1,43.5,63.5,0,1,2025-12-31
207,207,H2-2025,78.9,22.2,43.3,54.9,42.4,75.6,6.9,56.9,52.1,57.9,19.5,39.4,50.1,1,0,2025-12-31
208,208,H1-2025,70.4,23.2,52.8,53.4,37.4,71.6,63.5,77.8,-9.6,61.1,29.5,39.3,84.5,0,0,2025-12-31
209,209,Q2-2025,77.3,47.5,70.2,61.1,33.5,60.8,63.6,80.6,31.7,49.3,62.9,19.7,87.3,1,0,2025-12-31
210,210,Q3-2025,74.9,51.1,76.2,62.3,39.4,43.8,67.7,67.1,35.0,52.9,36.4,75.5,84.9,0,0,2025-12-31
211,211,H1-2025,63.7,60.7,97.0,81.3,13.0,41.8,61.3,87.4,42.7,65.8,25.7,27.3,70.8,0,1,2025-12-31
212,212,Q3-2025,81.6,35.1,53.5,39.4,69.6,62.0,68.4,63.0,15.4,48.3,32.7,53.5,68.1,0,0,2025-12-31
213,213,Q3-2025,58.5,55.6,97.1,85.5,17.5,62.9,21.4,80.9,64.8,63.7,14.2,45.2,69.0,0,1,2025-12-31
214,214,Q4-2025,68.3,39.2,70.9,64.6,37.3,19.7,79.2,78.0,36.9,51.0,21.8,30.9,60.4,0,0,2025-12-31
215,215,Q1-2025,64.8,80.3,84.5,48.0,51.2,47.2,55.0,54.2,24.4,43.0,47.9,16.7,54.9,0,0,2025-12-31
216,216,Q2-2025,58.6,33.1,74.5,45.9,50.3,48.2,75.0,56.1,25.0,30.5,18.2,41.4,21.0,0,0,2025-12-31
217,217,Q3-2025,62.3,38.3,76.0,49.8,49.4,31.4,44.2,82.7,14.0,45.8,27.0,26.9,85.3,0,0,2025-12-31
218,218,Q4-2025,79.6,50.3,70.7,67.7,39.0,88.8,95.3,59.0,37.0,54.7,6.9,26.3,64.9,0,1,2025-12-31
219,219,Q1-2025,75.8,29.5,53.7,48.3,52.3,68.2,60.0,64.2,28.3,47.3,51.3,32.1,87.5,0,0,2025-12-31
220,220,Q2-2025,73.6,52.9,79.3,64.5,30.5,62.7,79.3,81.0,25.6,58.4,34.7,36.5,67.1,0,0,2025-12-31
221,221,Q1-2025,61.0,30.4,69.4,59.7,41.7,50.7,52.7,38.6,40.3,33.4,6.1,29.8,59.8,0,0,2025-12-31
222,222,H1-2025,51.7,22.6,70.9,36.0,56.4,26.4,49.1,40.8,6.8,31.6,37.8,31.1,93.5,0,0,2025-12-31
223,223,H2-2025,71.1,28.1,57.0,48.4,47.0,38.0,63.9,64.9,14.8,44.7,18.8,26.7,65.0,0,0,2025-12-31
224,224,Q1-2025,78.1,0.0,21.9,37.7,69.9,34.4,36.4,45.1,31.4,39.4,19.8,31.7,33.1,0,0,2025-12-31
225,225,H1-2025,59.9,58.7,98.8,77.9,21.7,46.7,95.7,69.6,15.7,47.7,41.9,54.6,59.9,1,1,2025-12-31
226,226,Q2-2025,50.5,40.6,90.1,92.0,2.3,34.4,61.2,84.0,41.2,83.3,28.7,54.2,51.3,0,1,2025-12-31
227,227,Q1-2025,60.3,15.3,55.0,47.7,56.5,41.8,59.4,78.6,14.3,62.8,35.3,37.8,55.1,0,0,2025-12-31
228,228,H1-2025,36.2,52.3,83.9,69.1,24.4,57.9,37.6,74.0,70.7,41.9,58.3,23.3,46.0,0,1,2025-12-31
229,229,H1-2025,50.1,38.7,88.6,68.9,27.9,48.5,36.8,62.9,36.8,45.9,26.2,49.7,64.5,0,1,2025-12-31
230,230,H2-2025,82.7,30.1,47.4,26.7,76.2,23.3,72.8,69.3,-4.1,18.4,2.0,9.1,64.2,0,0,2025-12-31
231,231,Q2-2025,65.6,63.0,97.4,60.6,31.4,26.6,43.6,77.3,27.2,70.4,37.2,46.6,65.4,0,0,2025-12-31
232,232,Q3-2025,47.7,82.0,65.7,56.5,46.6,74.1,42.2,75.3,24.4,48.5,39.9,34.9,45.4,0,0,2025-12-31
233,233,H1-2025,76.9,14.4,37.5,53.3,44.7,67.8,34.2,51.1,35.1,56.0,18.8,43.7,22.1,1,0,2025-12-31
234,234,Q2-2025,49.1,57.9,91.2,69.4,31.0,23.0,50.8,84.8,14.0,53.1,33.8,19.8,47.0,0,1,2025-12-31
235,235,Q2-2025,79.3,43.6,64.3,56.3,40.5,83.1,39.2,69.3,22.3,36.6,27.6,32.6,55.2,0,0,2025-12-31
236,236,Q1-2025,53.1,19.1,66.0,20.8,82.1,28.0,42.8,59.9,12.6,32.4,4.7,29.2,40.8,0,0,2025-12-31
237,237,Q1-2025,76.6,18.4,41.8,29.2,78.0,60.5,62.4,62.8,-4.6,41.9,19.2,5.7,69.5,0,0,2025-12-31
238,238,Q2-2025,44.8,56.3,88.5,78.3,8.0,44.1,43.6,68.5,71.9,68.5,38.6,20.8,76.5,0,1,2025-12-31
239,239,Q1-2025,96.4,19.1,22.7,34.3,64.6,61.0,64.1,34.9,14.4,13.5,0.0,11.5,52.4,1,0,2025-12-31
240,240,H1-2025,81.7,11.9,30.2,34.8,63.1,69.2,61.6,62.4,0.8,33.8,20.5,43.8,62.9,0,0,2025-12-31
241,241,H2-2025,61.9,9.2,47.3,53.8,50.2,46.2,40.9,62.3,22.0,53.5,9.1,44.4,53.8,0,0,2025-12-31
242,242,Q3-2025,51.3,1.3,50.0,37.5,58.0,54.3,52.4,64.1,26.8,22.3,18.8,39.1,60.6,0,0,2025-12-31
243,243,Q1-2025,85.4,54.1,68.7,46.9,52.4,25.4,32.8,70.6,16.9,61.9,51.5,39.4,54.6,0,0,2025-12-31
244,244,Q4-2025,47.7,56.6,91.1,65.3,44.6,43.3,58.2,61.1,61.6,52.0,51.9,40.2,72.0,0,1,2025-12-31
245,245,H1-2025,47.2,50.2,97.0,82.0,17.7,63.7,19.6,68.2,40.9,61.0,36.1,50.6,42.5,0,1,2025-12-31
246,246,Q4-2025,70.7,24.1,53.4,41.0,56.2,66.6,31.1,59.4,13.7,41.1,26.8,33.1,27.0,0,0,2025-12-31
247,247,Q2-2025,60.2,46.5,86.3,65.9,43.1,59.0,52.5,76.4,21.2,64.8,50.0,43.0,67.2,0,1,2025-12-31
248,248,Q2-2025,49.1,29.5,80.4,59.0,37.3,47.3,30.7,37.7,25.5,60.7,1.7,45.9,45.2,0,0,2025-12-31
249,249,Q4-2025,59.6,49.1,89.5,60.2,36.2,49.9,75.9,62.2,24.6,49.8,43.4,30.2,57.9,0,0,2025-12-31
250,250,Q2-2025,50.0,49.7,99.7,80.0,22.5,39.5,58.8,84.6,47.6,64.6,41.4,59.3,44.7,0,1,2025-12-31
251,251,Q2-2025,91.6,67.7,76.1,48.6,51.3,52.4,85.4,68.4,38.8,49.5,66.8,13.5,47.5,0,0,2025-12-31
252,252,H2-2025,75.7,62.3,86.6,58.9,31.1,65.6,38.4,84.9,36.2,60.6,59.4,39.3,65.7,0,0,2025-12-31
253,253,Q4-2025,69.4,83.2,86.2,65.2,26.0,40.3,78.1,57.2,9.7,65.5,55.3,44.0,79.5,0,1,2025-12-31
254,254,H2-2025,86.5,61.6,75.1,72.6,35.7,28.5,68.4,68.7,47.0,66.0,28.6,61.0,67.2,0,1,2025-12-31
255,255,Q2-2025,76.0,44.4,68.4,50.9,52.6,39.9,53.1,57.3,22.5,38.5,40.9,42.5,34.8,0,0,2025-12-31
256,256,Q4-2025,71.2,36.7,65.5,54.3,40.0,34.9,51.8,55.6,47.9,49.0,27.2,26.3,60.8,0,0,2025-12-31
257,257,Q4-2025,69.8,47.0,77.2,47.0,54.1,68.7,73.9,50.4,32.7,56.2,42.8,52.7,51.0,0,0,2025-12-31
258,258,Q4-2025,62.5,80.4,82.1,76.5,23.2,51.1,72.1,70.3,44.7,67.8,68.8,29.6,79.3,0,1,2025-12-31
259,259,H2-2025,71.3,46.6,75.3,60.4,37.9,41.4,47.1,60.2,45.7,53.6,25.9,47.2,34.1,0,0,2025-12-31
260,260,Q3-2025,66.1,18.6,52.5,41.5,58.3,37.0,44.2,78.1,21.5,54.8,28.1,1.8,16.4,0,0,2025-12-31
261,261,Q3-2025,47.7,18.0,70.3,70.6,39.7,45.6,73.8,66.1,10.8,61.7,0.0,31.9,58.7,0,1,2025-12-31
262,262,Q1-2025,31.7,79.0,52.7,51.1,50.6,73.7,80.0,72.9,32.7,51.9,49.4,54.8,73.6,0,0,2025-12-31
263,263,Q4-2025,66.6,42.7,76.1,68.4,32.9,67.9,76.3,76.1,34.9,57.3,29.7,33.9,62.5,0,1,2025-12-31
264,264,Q1-2025,83.5,29.1,45.6,40.7,60.9,57.1,65.2,64.5,27.7,43.9,24.7,26.7,37.2,0,0,2025-12-31
265,265,Q4-2025,100.0,42.3,42.3,46.3,59.9,53.0,46.3,41.1,3.1,35.7,39.7,25.4,63.9,0,0,2025-12-31
266,266,Q4-2025,55.6,51.9,96.3,70.3,28.5,28.6,56.5,83.0,45.1,61.8,19.3,26.7,59.3,0,1,2025-12-31
267,267,Q2-2025,37.1,13.7,76.6,58.4,42.7,42.0,62.5,64.6,36.3,55.3,21.3,18.9,50.1,0,0,2025-12-31
268,268,H2-2025,79.0,38.4,59.4,45.4,42.7,52.2,73.1,79.9,-8.6,46.5,22.0,32.4,51.0,0,0,2025-12-31
269,269,H2-2025,55.6,3.7,48.1,38.4,58.0,51.4,76.0,47.0,31.2,25.2,21.3,65.1,63.5,0,0,2025-12-31
270,270,Q1-2025,73.1,44.8,71.7,68.1,38.9,59.6,16.4,71.5,47.7,68.2,25.5,33.7,67.6,0,1,2025-12-31
271,271,Q2-2025,61.6,63.5,98.1,62.0,35.2,42.9,69.0,71.0,8.0,60.0,28.3,16.3,34.1,0,0,2025-12-31
272,272,Q3-2025,53.0,20.8,67.8,47.2,53.3,27.4,83.8,79.1,37.5,32.0,48.4,62.8,39.9,0,0,2025-12-31
273,273,Q1-2025,72.4,65.0,92.6,71.8,14.7,87.0,54.9,53.1,22.8,59.8,67.0,55.6,54.4,0,1,2025-12-31
274,274,Q3-2025,74.4,12.1,37.7,48.7,55.0,68.9,59.2,57.8,19.6,27.8,1.6,26.0,65.8,0,0,2025-12-31
275,275,Q4-2025,100.0,50.7,50.7,53.7,43.4,58.8,42.7,53.6,21.3,35.7,62.7,34.1,52.9,0,0,2025-12-31
276,276,H1-2025,29.9,26.3,96.4,68.9,31.3,44.9,55.3,76.4,24.2,51.4,27.6,27.0,72.9,0,1,2025-12-31
277,277,Q2-2025,84.4,63.5,79.1,58.9,49.4,50.7,61.4,78.8,33.7,66.9,40.3,30.2,66.2,0,0,2025-12-31
278,278,Q4-2025,70.6,46.3,75.7,55.8,48.6,61.1,79.7,68.9,35.0,31.4,28.3,39.9,52.9,0,0,2025-12-31
279,279,Q2-2025,71.1,60.2,89.1,73.7,28.6,50.8,66.3,69.1,36.9,63.7,43.5,42.9,57.6,0,1,2025-12-31
280,280,H2-2025,40.1,50.8,89.3,76.0,23.6,59.3,27.0,77.5,55.8,68.1,55.5,41.4,60.7,0,1,2025-12-31
281,281,H2-2025,84.6,55.0,70.4,49.4,48.1,41.5,14.9,52.7,14.3,56.9,42.8,34.5,79.2,0,0,2025-12-31
282,282,Q3-2025,50.5,35.4,84.9,61.6,29.1,58.6,44.8,55.1,50.2,42.2,7.2,39.7,77.7,0,0,2025-12-31
283,283,Q1-2025,42.4,41.9,99.5,67.9,34.5,49.9,51.9,69.3,54.8,44.1,34.9,50.4,61.1,0,1,2025-12-31
284,284,H1-2025,61.0,56.9,95.9,80.2,20.7,46.2,51.4,59.7,53.7,58.3,17.9,48.2,58.5,0,1,2025-12-31
285,285,H1-2025,45.8,52.4,93.4,46.0,56.6,37.9,51.6,89.1,36.9,52.3,44.0,36.4,37.1,0,0,2025-12-31
286,286,Q3-2025,42.3,47.6,94.7,74.8,17.4,60.3,35.4,87.1,39.0,59.8,33.9,23.6,68.1,0,1,2025-12-31
287,287,Q4-2025,88.6,42.4,53.8,39.8,57.2,40.8,89.2,60.7,18.5,34.2,27.4,28.2,35.6,0,0,2025-12-31
288,288,Q1-2025,50.4,24.3,73.9,46.8,57.5,14.5,56.5,62.0,26.6,54.7,29.2,48.9,51.1,0,0,2025-12-31
289,289,H1-2025,56.4,41.8,85.4,66.2,35.1,52.5,97.0,61.5,32.9,50.8,48.7,57.6,98.9,0,1,2025-12-31
290,290,Q2-2025,72.1,66.4,94.3,63.5,33.8,40.1,44.9,87.7,40.6,52.0,34.5,34.1,79.3,0,0,2025-12-31
291,291,H1-2025,56.6,21.1,64.5,63.5,36.7,49.4,53.3,65.1,17.8,65.0,15.6,24.7,38.5,0,0,2025-12-31
292,292,Q1-2025,42.2,32.2,90.0,52.0,56.4,27.2,66.5,63.2,29.5,37.9,27.1,43.9,54.6,0,0,2025-12-31
293,293,Q2-2025,69.5,69.4,99.9,61.9,36.5,56.3,52.7,78.4,-6.3,59.1,50.8,43.3,63.0,0,0,2025-12-31
294,294,H1-2025,70.2,63.1,92.9,68.2,23.3,52.2,46.5,84.3,45.6,71.3,44.6,46.6,45.3,0,1,2025-12-31
295,295,Q3-2025,81.5,10.1,28.6,62.5,37.2,76.7,82.2,73.7,31.0,40.9,27.0,41.9,50.8,0,0,2025-12-31
296,296,Q3-2025,80.2,57.2,77.0,61.6,41.4,51.4,65.0,83.8,9.1,58.7,50.7,42.5,37.6,0,0,2025-12-31
297,297,Q1-2025,75.3,69.6,94.3,65.1,42.1,37.9,49.5,84.6,31.9,58.7,42.4,2.5,43.4,0,1,2025-12-31
298,298,H1-2025,52.7,42.7,90.0,64.9,32.4,35.8,28.9,83.1,6.6,49.1,23.7,32.8,58.1,0,0,2025-12-31
299,299,Q4-2025,76.8,53.6,76.8,60.8,47.6,63.1,76.4,58.5,15.1,48.0,42.5,31.4,63.2,0,0,2025-12-31
300,300,Q1-2025,51.5,71.9,79.6,57.2,42.4,58.5,48.8,70.0,27.8,60.3,40.2,40.9,56.3,0,0,2025-12-31
301,301,Q4-2025,51.1,33.3,82.2,69.8,28.3,48.8,48.1,80.7,53.4,69.6,17.9,30.5,59.8,0,1,2025-12-31
302,302,Q3-2025,87.5,79.9,92.4,47.7,41.2,45.0,55.4,85.4,7.8,67.5,66.6,11.2,62.4,0,0,2025-12-31
303,303,Q3-2025,90.9,40.4,49.5,51.9,46.0,50.6,31.5,45.8,13.9,40.2,52.8,32.1,49.1,0,0,2025-12-31
304,304,Q3-2025,56.0,45.7,89.7,82.9,18.0,46.6,36.5,65.6,57.4,51.4,54.6,58.4,72.8,0,1,2025-12-31
305,305,Q2-2025,54.0,39.1,85.1,68.1,27.6,54.5,65.4,53.7,20.9,34.5,25.0,45.8,76.3,0,1,2025-12-31
306,306,H2-2025,56.7,22.7,66.0,59.8,46.5,57.3,20.8,60.9,43.4,41.5,36.4,38.4,66.7,0,0,2025-12-31
307,307,Q1-2025,77.8,61.0,83.2,56.4,43.0,44.1,45.6,76.8,6.7,55.9,26.7,22.4,65.7,0,0,2025-12-31
308,308,Q3-2025,16.5,71.6,44.9,53.1,45.9,53.1,98.9,74.8,25.3,45.1,74.5,47.3,67.1,0,0,2025-12-31
309,309,H1-2025,62.0,31.0,69.0,67.1,36.4,51.4,31.6,72.9,18.6,71.2,40.3,61.3,63.5,0,1,2025-12-31
310,310,Q3-2025,82.2,45.1,62.9,49.5,51.2,61.3,57.4,59.3,20.5,29.7,35.9,23.4,41.1,0,0,2025-12-31
311,311,H2-2025,71.4,73.8,97.6,73.8,19.8,50.8,63.6,77.6,75.4,60.8,46.8,53.6,84.0,0,1,2025-12-31
312,312,H2-2025,51.7,45.4,93.7,90.0,5.8,86.0,41.0,75.6,61.2,51.1,39.0,36.0,61.1,0,1,2025-12-31
313,313,Q1-2025,36.0,35.6,99.6,75.8,19.7,47.3,30.9,81.5,39.1,55.6,21.1,58.3,72.3,0,1,2025-12-31
314,314,Q2-2025,61.2,49.3,88.1,68.8,31.2,63.3,64.8,84.4,40.9,66.6,43.9,54.0,57.4,0,1,2025-12-31
315,315,H2-2025,73.2,36.1,62.9,51.8,49.9,25.8,72.3,44.5,28.2,38.7,18.4,30.9,60.0,0,0,2025-12-31
316,316,H1-2025,60.4,48.7,88.3,54.5,51.7,71.7,51.5,81.9,23.0,59.0,52.5,32.9,61.2,0,0,2025-12-31
317,317,Q1-2025,74.0,29.8,55.8,46.9,58.2,56.4,73.4,48.4,10.2,26.1,46.0,45.8,30.1,0,0,2025-12-31
318,318,Q1-2025,48.3,19.9,71.6,55.8,55.1,51.0,28.9,53.4,12.1,49.2,24.1,28.2,28.7,0,0,2025-12-31
319,319,Q1-2025,43.1,29.4,86.3,83.8,17.1,61.0,46.2,59.5,43.2,54.7,22.2,45.5,77.6,0,1,2025-12-31
320,320,H2-2025,80.2,30.3,50.1,43.2,58.6,34.2,66.1,58.6,25.4,33.0,21.9,7.6,44.4,0,0,2025-12-31
321,321,H1-2025,49.8,39.5,89.7,49.8,56.2,46.0,54.6,68.2,29.0,49.0,30.7,38.5,53.6,0,0,2025-12-31
322,322,Q3-2025,45.1,12.9,67.8,49.3,50.8,26.4,52.0,48.5,14.6,49.8,34.1,28.2,37.0,1,0,2025-12-31
323,323,Q4-2025,23.0,47.2,75.8,51.6,55.0,62.6,56.6,39.5,0.1,24.9,16.2,33.5,53.0,0,0,2025-12-31
324,324,H1-2025,32.0,28.3,96.3,60.6,32.1,41.0,0.0,79.0,28.1,59.2,19.9,0.9,77.3,0,0,2025-12-31
325,325,Q3-2025,75.9,37.9,62.0,70.3,24.3,74.6,69.2,69.3,52.6,66.0,39.8,28.9,49.1,0,1,2025-12-31
326,326,Q1-2025,35.4,48.3,87.1,81.6,8.2,52.4,64.5,73.0,36.8,67.0,46.4,35.6,58.9,0,1,2025-12-31
327,327,H1-2025,50.6,27.4,76.8,50.3,44.9,21.6,35.9,65.9,9.8,38.7,30.5,56.5,42.7,1,0,2025-12-31
328,328,Q3-2025,62.8,32.4,69.6,50.4,57.1,27.7,51.2,44.1,34.2,30.7,26.9,23.0,42.2,0,0,2025-12-31
329,329,H1-2025,63.6,64.4,99.2,55.1,48.6,49.3,35.4,84.6,32.4,51.4,46.1,42.4,68.9,0,0,2025-12-31
330,330,H2-2025,64.8,51.6,86.8,46.6,47.6,41.4,42.7,72.3,13.9,34.2,41.0,44.1,38.9,0,0,2025-12-31
331,331,Q2-2025,97.4,35.3,37.9,50.2,42.1,56.4,51.0,45.2,16.7,52.6,31.5,55.9,52.7,0,0,2025-12-31
332,332,Q4-2025,17.3,60.1,57.2,59.8,43.2,14.5,67.5,70.0,25.0,46.2,65.4,48.0,61.7,0,0,2025-12-31
333,333,Q2-2025,74.3,24.8,50.5,56.7,44.2,53.2,74.9,44.6,38.4,44.9,37.4,42.4,59.7,0,0,2025-12-31
334,334,Q2-2025,51.7,54.9,96.8,94.3,5.7,68.2,31.8,88.0,56.2,63.4,46.4,37.3,69.6,0,1,2025-12-31
335,335,Q1-2025,58.1,34.1,76.0,67.9,15.5,50.6,61.9,61.9,56.8,47.4,22.6,47.8,59.9,0,1,2025-12-31
336,336,Q3-2025,50.4,49.2,98.8,62.2,41.6,25.9,60.2,64.3,58.7,36.1,33.4,48.2,53.1,0,0,2025-12-31
337,337,H2-2025,63.3,30.8,67.5,42.7,53.6,26.6,87.3,51.0,32.1,40.3,24.3,59.3,68.3,0,0,2025-12-31
338,338,H1-2025,65.8,17.1,51.3,51.6,52.1,66.0,36.7,71.1,22.9,25.0,7.4,63.9,24.1,0,0,2025-12-31
339,339,H1-2025,58.4,34.3,75.9,51.0,46.7,48.8,70.7,73.3,21.9,57.6,25.9,23.0,49.9,0,0,2025-12-31
340,340,Q2-2025,49.7,47.3,97.6,53.5,40.4,39.8,47.8,82.5,32.8,39.1,53.7,44.5,57.7,0,0,2025-12-31
341,341,H2-2025,94.0,41.3,47.3,39.5,68.3,62.3,40.4,58.9,43.4,42.8,22.3,22.8,69.6,0,0,2025-12-31
342,342,Q2-2025,75.8,23.9,48.1,48.1,40.4,42.9,52.1,72.1,15.8,42.6,4.8,34.7,43.1,0,0,2025-12-31
343,343,Q1-2025,76.5,22.4,45.9,48.7,39.9,56.2,77.2,55.4,8.3,50.4,35.8,48.4,56.7,0,0,2025-12-31
344,344,Q3-2025,61.5,75.2,86.3,70.9,32.6,57.9,73.5,88.0,23.2,54.8,41.5,21.8,56.1,0,1,2025-12-31
345,345,Q1-2025,79.8,59.6,79.8,56.0,46.3,62.3,54.6,83.9,39.2,65.1,26.5,9.1,89.3,0,0,2025-12-31
346,346,Q3-2025,80.8,47.4,66.6,67.7,41.4,67.9,24.1,55.7,47.2,53.8,42.7,28.2,54.3,0,1,2025-12-31
347,347,Q1-2025,56.7,35.1,78.4,63.9,35.9,42.6,45.0,67.5,24.4,37.1,24.2,41.6,60.5,0,0,2025-12-31
348,348,Q4-2025,24.7,44.7,80.0,72.5,25.9,51.6,85.0,79.2,53.2,61.2,20.1,36.2,56.3,0,1,2025-12-31
349,349,H1-2025,50.0,36.8,86.8,61.4,32.3,70.8,32.4,72.0,35.7,74.4,26.1,57.6,55.9,0,0,2025-12-31
350,350,Q3-2025,55.4,58.3,97.1,57.9,41.7,48.1,44.9,76.2,53.2,49.7,60.6,45.3,44.2,0,0,2025-12-31
351,351,Q4-2025,100.0,61.8,61.8,63.7,46.1,29.3,78.2,59.6,26.2,54.3,29.9,37.5,71.8,0,0,2025-12-31
352,352,H2-2025,73.1,5.8,32.7,55.3,34.8,72.7,68.8,57.4,43.6,47.7,0.0,37.4,59.3,1,0,2025-12-31
353,353,Q1-2025,66.2,50.1,83.9,65.0,34.8,75.7,46.9,77.3,70.3,58.8,40.3,49.8,66.5,0,1,2025-12-31
354,354,Q4-2025,57.7,48.4,90.7,80.4,20.8,44.1,67.5,78.8,55.3,64.9,37.1,44.1,57.4,0,1,2025-12-31
355,355,H2-2025,51.9,74.6,77.3,72.6,25.1,39.3,79.9,64.7,18.9,70.7,39.1,24.2,82.8,0,1,2025-12-31
356,356,Q4-2025,81.6,44.5,62.9,60.7,46.0,74.2,29.5,54.0,38.1,50.0,46.3,60.6,50.6,0,0,2025-12-31
357,357,Q1-2025,91.2,35.2,44.0,32.8,60.5,54.4,55.5,45.9,16.6,38.6,23.5,35.0,66.8,0,0,2025-12-31
358,358,H1-2025,55.0,38.8,83.8,67.8,33.3,42.1,67.5,71.3,30.9,63.9,33.1,30.7,48.8,0,1,2025-12-31
359,359,Q2-2025,40.5,53.9,86.6,74.4,29.4,41.5,82.3,75.2,2.5,64.6,37.5,17.1,84.0,0,1,2025-12-31
360,360,H1-2025,54.1,31.3,77.2,52.7,57.6,47.0,54.3,67.5,18.7,44.2,29.6,27.1,51.8,0,0,2025-12-31
361,361,Q2-2025,66.6,31.8,65.2,62.7,41.9,54.6,82.3,62.8,19.2,57.0,20.0,60.4,72.5,0,0,2025-12-31
362,362,Q3-2025,70.7,61.1,90.4,88.0,13.9,40.8,40.9,49.8,57.6,60.4,39.2,9.7,61.0,0,1,2025-12-31
363,363,Q4-2025,70.7,37.0,66.3,58.6,42.3,60.3,49.6,71.5,38.8,51.5,34.7,21.5,38.1,0,0,2025-12-31
364,364,H2-2025,66.1,31.4,65.3,46.6,52.9,47.7,61.9,56.1,15.2,36.9,31.6,59.0,52.7,0,0,2025-12-31
365,365,H2-2025,67.2,70.4,96.8,69.9,28.1,46.4,66.9,70.2,52.9,69.0,41.8,38.4,70.3,0,1,2025-12-31
366,366,Q3-2025,53.7,40.3,86.6,64.9,36.7,33.1,74.8,76.6,60.6,40.4,28.8,15.7,52.3,0,0,2025-12-31
367,367,Q3-2025,47.7,47.9,99.8,65.6,38.6,38.5,60.6,45.8,4.2,60.5,27.5,47.8,41.8,0,1,2025-12-31
368,368,Q4-2025,31.2,40.4,90.8,60.2,44.8,53.1,88.0,89.4,19.9,54.5,29.4,12.9,44.6,0,0,2025-12-31
369,369,Q4-2025,59.0,19.4,60.4,60.0,28.6,39.2,40.6,56.1,39.0,35.1,14.2,28.7,69.4,0,0,2025-12-31
370,370,Q2-2025,63.5,51.8,88.3,84.7,8.9,78.8,54.5,72.8,52.2,80.6,51.9,48.8,37.5,0,1,2025-12-31
371,371,Q3-2025,77.1,60.7,83.6,71.6,35.4,61.5,57.1,74.5,27.0,34.7,37.3,51.2,64.9,0,1,2025-12-31
372,372,Q2-2025,59.0,12.1,53.1,54.7,38.7,61.1,53.9,47.1,24.0,44.8,24.5,60.9,31.5,0,0,2025-12-31
373,373,Q2-2025,56.8,43.2,86.4,65.6,40.9,62.9,75.0,71.6,24.9,37.1,18.5,58.8,71.7,0,1,2025-12-31
374,374,Q4-2025,80.0,42.3,62.3,53.1,53.9,48.8,76.2,59.5,14.4,45.2,43.9,62.6,87.8,0,0,2025-12-31
375,375,Q1-2025,60.4,32.0,71.6,54.6,41.0,64.2,38.4,73.0,20.0,37.1,22.7,29.6,68.2,1,0,2025-12-31
