event_id,user_id,event_type,event_date,impact_score,emotional_impact,financial_impact,stress_impact,recovery_time,support_received,lesson_learned,adaptation_score,resilience_score,mindset_shift,behavioral_change,risk_taken,outcome_effect,long_term_effect,recorded_at
171,171,Bereavement,2024-05-23,-13.0,7.5,35.4,3.3,8.0,57.3,57.7,18.4,29.6,20.7,32.9,70.1,-8.3,24.7,2024-07-10
172,172,Financial Loss,2022-01-02,0.6,0.0,27.0,0.0,0.0,18.7,54.6,41.5,60.7,15.4,34.0,18.3,12.9,32.8,2022-01-24
173,173,Bereavement,2023-01-19,-23.2,20.2,6.7,7.3,28.0,71.7,51.4,67.8,73.4,43.1,50.6,67.7,42.2,51.0,2023-04-02
174,174,Recovery,2022-10-26,16.9,29.6,13.8,0.0,15.0,49.1,86.4,64.1,47.4,36.9,46.5,56.4,65.6,72.6,2023-01-07
175,175,Spiritual Awakening,2025-12-04,-8.5,13.6,-39.3,8.6,0.0,88.6,50.2,21.5,24.3,42.5,81.2,50.1,-2.4,3.4,2026-02-20
176,176,Relocation,2023-03-30,-21.3,41.5,-26.3,24.4,21.0,62.9,58.5,57.5,60.1,39.9,64.4,66.9,6.7,32.1,2023-05-18
177,177,Investment Win,2024-09-30,39.6,60.9,18.7,28.8,23.0,43.5,41.6,25.6,20.6,19.9,55.9,43.9,34.1,41.0,2024-11-17
178,178,Relocation,2023-12-31,-11.9,20.1,19.1,3.5,5.0,37.8,82.2,80.8,69.7,57.9,62.7,48.6,15.9,40.7,2024-01-15
179,179,Layoff,2025-09-20,-19.7,8.0,-20.0,24.5,3.0,93.9,58.2,16.7,42.6,25.5,27.5,31.7,3.7,29.2,2025-12-12
180,180,Relocation,2024-06-15,29.1,32.1,-32.5,18.4,17.0,69.5,18.5,25.9,47.4,43.8,46.1,35.8,1.8,31.1,2024-06-16
181,181,Reconciliation,2025-04-07,54.5,61.0,16.3,42.6,53.0,54.8,51.5,42.9,25.1,42.8,22.9,36.9,35.1,27.3,2025-06-10
182,182,Divorce,2025-08-19,-30.4,12.7,-48.6,7.0,30.0,21.4,81.8,85.7,70.5,75.3,78.0,35.2,23.3,52.0,2025-09-12
183,183,Bereavement,2023-08-30,-37.9,35.6,-13.5,33.1,26.0,31.9,47.9,30.9,19.7,24.5,48.2,12.3,-7.1,6.9,2023-10-23
184,184,Job Change,2025-10-17,31.0,33.8,10.6,35.7,25.0,94.3,62.6,62.8,74.6,37.7,51.9,60.2,31.9,28.0,2025-10-18
185,185,Bereavement,2025-12-21,10.6,10.2,-2.1,0.0,4.0,94.9,32.3,36.9,29.9,23.2,19.4,33.4,11.1,3.3,2026-01-20
186,186,Layoff,2023-01-30,-21.5,10.4,11.3,6.5,43.0,54.2,55.8,52.9,52.2,22.4,51.7,28.4,13.3,23.9,2023-02-28
187,187,Investment Win,2025-03-14,15.2,0.0,-20.8,0.0,14.0,54.1,47.4,23.3,28.4,52.5,44.7,69.6,18.7,46.3,2025-04-09
188,188,Investment Win,2025-04-08,30.6,42.8,9.1,30.5,31.0,27.0,25.9,51.4,46.3,57.9,85.9,27.3,14.6,14.7,2025-06-06
189,189,Reconciliation,2024-05-03,44.5,40.5,-10.2,46.1,34.0,11.5,44.2,46.9,43.0,29.1,56.6,55.9,37.9,20.7,2024-07-28
190,190,Marriage,2023-01-01,-36.6,28.2,11.5,5.7,14.0,64.0,45.5,45.9,47.8,33.7,41.7,42.3,8.0,31.1,2023-01-23
191,191,Layoff,2024-06-11,-61.0,59.4,-2.4,57.0,58.0,63.4,67.4,60.4,63.9,58.6,71.7,33.8,8.4,31.9,2024-09-01
192,192,Reconciliation,2024-04-24,-27.3,46.1,-33.8,22.1,23.0,88.3,31.4,53.0,59.2,41.2,75.1,59.7,-0.9,11.4,2024-06-04
193,193,Divorce,2022-03-03,-10.7,2.7,-1.9,0.0,8.0,56.4,65.1,48.2,40.3,54.6,79.9,29.0,22.5,18.3,2022-04-07
194,194,Relocation,2025-01-29,-86.4,77.9,29.4,69.6,56.0,46.8,63.7,33.5,53.5,43.3,10.2,54.6,-35.8,-7.9,2025-03-03
195,195,Layoff,2025-06-23,26.5,18.2,13.7,22.0,22.0,74.1,48.0,30.2,64.3,35.5,33.1,28.8,40.9,43.6,2025-08-20
196,196,Spiritual Awakening,2023-04-10,-4.0,5.9,-15.2,1.3,11.0,48.7,64.5,49.0,40.9,12.8,50.2,12.1,10.0,4.1,2023-05-02
197,197,Retirement,2024-01-23,-54.9,50.7,41.0,36.9,43.0,49.7,37.5,25.3,39.3,28.7,58.2,40.8,-37.1,-15.3,2024-04-19
198,198,Recovery,2024-06-05,-50.5,50.6,16.0,28.7,30.0,100.0,55.9,35.0,55.5,13.0,43.3,5.7,-6.7,6.4,2024-07-27
199,199,Promotion,2024-10-06,29.2,35.2,-2.3,22.4,21.0,36.2,51.4,26.1,48.5,50.0,39.1,61.8,15.9,11.0,2024-11-14
200,200,Bereavement,2025-05-18,8.0,17.9,-19.7,0.0,0.0,63.4,40.5,42.5,49.9,20.9,72.8,37.6,19.6,20.4,2025-05-27
201,201,Recovery,2023-03-24,13.8,11.4,-16.4,2.6,15.0,41.7,30.8,41.1,41.8,50.4,35.5,32.0,54.0,37.4,2023-05-17
202,202,Promotion,2023-11-02,32.7,26.5,6.6,32.7,25.0,86.0,57.9,43.6,39.4,65.1,49.3,57.5,27.0,47.6,2024-01-01
203,203,Marriage,2022-07-25,-28.6,35.2,47.4,0.0,18.0,38.1,47.7,32.2,26.7,47.3,70.4,67.3,-5.4,15.3,2022-08-22
204,204,Illness,2022-11-22,42.7,53.3,24.4,18.1,44.0,64.6,63.5,32.6,33.9,6.4,45.8,56.4,32.3,55.9,2023-01-21
205,205,Accident,2025-03-07,-15.9,12.3,-47.4,3.6,5.0,85.0,56.3,29.5,43.5,11.6,66.4,46.5,2.6,33.6,2025-03-19
206,206,Recovery,2022-05-19,48.3,42.5,22.3,43.7,41.0,46.4,71.1,38.5,40.9,27.0,46.6,26.9,38.8,38.6,2022-08-03
207,207,Job Change,2024-12-18,49.6,44.2,46.1,25.1,33.0,65.8,26.4,31.2,28.9,45.4,44.4,8.4,40.7,30.6,2025-03-17
208,208,Promotion,2025-07-19,21.9,35.0,22.8,27.8,42.0,39.2,34.9,43.5,43.2,42.3,56.4,31.9,32.4,48.8,2025-09-08
209,209,Promotion,2024-12-31,-44.4,37.1,-24.6,42.8,43.0,78.0,80.4,45.0,48.8,44.1,70.3,38.7,6.2,14.6,2025-02-19
210,210,Divorce,2024-10-12,30.2,14.6,22.9,29.1,18.0,68.7,49.2,64.6,59.1,19.0,58.7,28.8,47.3,43.1,2024-11-30
211,211,Childbirth,2025-10-14,1.0,0.0,-16.4,0.0,9.0,26.9,57.6,39.1,35.3,37.1,74.0,30.0,29.8,12.9,2025-12-21
212,212,Bereavement,2024-01-27,-4.1,0.0,8.6,6.4,2.0,69.7,64.6,33.7,64.9,1.5,48.1,65.2,29.7,42.6,2024-03-03
213,213,Layoff,2023-11-05,50.4,59.2,12.0,29.1,43.0,55.3,62.8,45.6,35.3,40.1,50.7,56.1,44.9,44.6,2023-12-22
214,214,Job Change,2024-03-21,25.5,21.5,-17.8,12.6,26.0,68.9,40.9,55.2,57.5,32.2,34.6,35.1,31.4,33.1,2024-03-23
215,215,Financial Loss,2022-06-26,-9.6,6.7,43.1,6.2,18.0,32.3,63.2,46.5,58.5,44.2,47.8,59.0,8.0,39.3,2022-09-17
216,216,Job Change,2024-03-10,-51.8,50.0,-9.9,40.5,57.0,44.9,60.2,29.9,41.8,14.3,49.2,79.4,-22.5,5.3,2024-05-21
217,217,Layoff,2023-12-09,-19.0,23.9,-47.8,5.9,17.0,54.3,43.2,44.3,47.5,0.0,48.6,28.3,24.2,20.1,2023-12-26
218,218,Investment Win,2024-12-27,11.1,8.5,-22.0,14.1,13.0,33.7,59.8,23.7,23.3,15.5,61.1,48.7,20.5,30.2,2025-02-18
219,219,Spiritual Awakening,2023-04-23,8.8,0.0,11.8,8.1,0.0,31.0,47.1,41.6,43.0,28.9,66.4,50.6,31.8,31.4,2023-06-18
220,220,Layoff,2025-06-29,-61.7,73.1,-18.7,36.8,38.0,13.6,34.7,60.5,55.4,38.5,54.0,41.4,-6.3,12.8,2025-09-01
221,221,Job Change,2025-05-09,-0.4,0.0,8.6,0.0,0.0,10.2,70.7,0.2,0.0,14.6,49.7,73.1,3.6,23.0,2025-05-19
222,222,Accident,2023-12-02,-43.8,45.8,-6.3,8.6,46.0,53.9,57.2,43.9,33.4,26.9,57.5,25.7,9.8,28.2,2024-02-11
223,223,Travel,2024-05-03,10.3,13.1,15.7,0.0,11.0,48.0,36.2,26.3,34.9,27.2,63.5,17.1,29.2,38.6,2024-07-30
224,224,Promotion,2024-04-19,-31.0,28.4,-4.4,14.9,30.0,23.6,55.9,1.6,27.3,31.1,22.7,44.6,-1.4,10.8,2024-04-29
225,225,Bereavement,2023-05-12,-12.4,17.7,22.6,0.0,0.0,33.3,36.2,35.5,34.5,41.8,48.0,38.6,28.6,17.3,2023-06-07
226,226,Financial Loss,2022-11-12,36.2,31.3,5.8,24.1,36.0,64.9,68.4,51.6,63.9,18.0,94.3,53.7,59.5,65.4,2023-01-18
227,227,Job Change,2025-05-03,-64.1,55.5,-36.4,43.3,50.0,47.7,40.0,29.3,51.8,47.9,53.8,45.3,-33.6,2.6,2025-06-08
228,228,Reconciliation,2024-08-08,42.1,28.2,33.5,28.4,24.0,58.6,63.7,45.2,27.7,66.5,67.4,10.5,19.6,20.9,2024-09-06
229,229,Financial Loss,2025-02-21,-46.2,56.3,-53.5,42.4,32.0,30.8,46.7,41.0,55.0,42.8,55.9,59.0,16.0,28.4,2025-03-14
230,230,Investment Win,2023-06-04,-7.4,0.0,-8.3,6.2,1.0,46.5,33.3,19.9,13.6,8.0,59.7,43.8,2.7,8.5,2023-07-04
231,231,Job Change,2023-11-15,14.2,26.2,-2.7,9.9,17.0,61.2,62.1,27.0,32.7,18.7,20.0,33.7,-7.2,14.0,2023-12-15
232,232,Layoff,2022-11-07,-9.5,28.3,-1.3,3.5,0.0,57.0,66.6,61.2,76.1,56.4,44.5,43.3,-0.9,19.2,2022-12-04
233,233,Relocation,2022-10-19,-0.1,4.7,13.9,0.0,0.0,17.2,28.6,26.7,42.6,34.1,84.5,48.6,29.8,46.5,2022-12-12
234,234,Divorce,2023-07-24,55.9,63.9,-13.7,50.4,47.0,73.2,62.5,35.0,53.8,55.4,94.1,22.8,31.2,41.3,2023-07-29
235,235,Marriage,2022-01-23,37.2,28.1,16.3,20.3,32.0,78.0,79.8,58.5,53.7,42.1,89.3,43.0,53.1,49.0,2022-04-02
236,236,Job Change,2024-07-22,-15.6,8.8,-27.0,0.8,1.0,28.3,31.1,39.1,27.1,49.1,47.0,65.0,8.2,19.3,2024-08-12
237,237,Accident,2022-01-30,72.9,87.5,-2.5,58.6,74.0,35.2,42.5,13.0,35.4,0.0,58.3,17.5,42.1,36.5,2022-03-14
238,238,Promotion,2025-07-06,14.8,13.9,31.0,6.0,11.0,40.9,86.2,56.8,49.7,34.1,87.9,59.7,19.0,35.7,2025-07-29
239,239,Spiritual Awakening,2024-06-12,52.3,58.3,-9.6,58.3,44.0,31.5,7.8,17.2,31.5,39.6,69.8,34.4,25.8,48.8,2024-07-12
240,240,Travel,2025-05-27,-19.9,18.0,-53.0,12.1,32.0,28.0,53.9,31.5,41.5,48.8,27.5,11.2,19.4,41.2,2025-06-16
241,241,Reconciliation,2025-12-25,22.8,21.7,24.4,9.6,0.0,64.7,27.0,39.4,22.3,0.8,33.8,31.4,36.5,23.6,2026-02-25
242,242,Illness,2024-01-06,-15.3,13.5,34.5,21.8,13.0,45.0,42.9,25.1,38.6,30.9,55.9,31.9,15.7,8.8,2024-02-11
243,243,Childbirth,2025-12-23,-30.1,32.5,-7.7,19.1,23.0,74.7,41.4,37.7,38.3,48.8,60.6,50.6,-29.1,-20.9,2026-01-15
244,244,Promotion,2023-12-06,36.6,28.3,-34.6,22.8,38.0,50.1,78.0,60.0,35.3,55.4,58.1,9.6,59.7,56.4,2024-01-16
245,245,Childbirth,2025-09-16,-29.9,15.9,-4.3,25.5,10.0,53.5,75.2,55.5,36.6,25.9,61.8,8.3,7.5,24.1,2025-11-27
246,246,Job Change,2022-06-13,-1.1,0.0,-7.1,7.3,4.0,89.5,51.8,31.8,48.0,65.0,10.9,29.8,1.8,24.6,2022-09-08
247,247,Accident,2022-03-21,29.8,3.7,1.3,29.6,8.0,26.0,44.9,67.7,50.7,22.8,57.0,59.9,67.2,49.4,2022-04-11
248,248,Promotion,2022-12-21,-16.9,41.2,-5.4,5.2,5.0,47.7,50.3,32.9,58.1,20.1,57.0,34.1,5.4,6.6,2023-02-21
249,249,Illness,2024-02-13,-7.5,2.2,-28.9,9.7,22.0,39.1,42.8,3.7,9.1,26.8,55.8,29.4,-14.0,8.6,2024-04-24
250,250,Illness,2023-01-08,37.1,37.6,-12.6,29.5,18.0,67.9,55.2,50.8,45.4,40.9,18.7,15.0,44.6,46.8,2023-01-29
251,251,Job Change,2022-08-19,-35.4,35.8,-12.1,20.3,16.0,77.3,61.9,60.7,49.9,25.7,88.6,49.9,2.0,15.6,2022-09-10
252,252,Accident,2025-01-25,-8.2,6.7,9.3,0.0,0.0,73.9,40.7,67.2,63.8,45.5,53.3,42.1,56.1,47.6,2025-04-17
253,253,Marriage,2024-03-14,2.3,16.5,11.5,0.0,0.0,57.2,96.1,66.8,71.3,81.1,38.7,8.2,24.4,65.0,2024-04-09
254,254,Travel,2022-03-23,3.2,0.0,24.5,4.5,3.0,16.1,80.2,79.8,48.9,41.3,0.0,43.3,44.0,51.5,2022-04-18
255,255,Promotion,2022-07-14,45.3,50.0,6.3,30.0,45.0,56.5,44.7,38.1,36.1,57.2,46.9,17.8,42.1,42.7,2022-09-23
256,256,Job Change,2025-08-04,-26.4,31.9,-11.2,29.4,28.0,88.1,26.0,25.1,28.2,32.9,64.5,5.3,-7.5,2.1,2025-09-23
257,257,Travel,2022-02-11,-12.8,7.0,-36.9,6.7,0.0,60.5,70.5,46.7,42.8,63.3,60.9,53.0,-13.5,-1.7,2022-04-28
258,258,Layoff,2025-05-13,-15.5,6.6,-53.0,1.4,43.0,0.0,76.4,71.8,60.1,61.7,10.0,51.7,22.0,40.5,2025-07-07
259,259,Layoff,2022-11-04,0.3,0.0,-33.3,1.9,0.0,72.0,73.4,62.1,33.1,46.2,19.6,44.7,26.9,32.9,2023-01-31
260,260,Divorce,2022-09-17,38.5,34.3,-8.4,28.3,38.0,60.1,38.4,41.1,38.4,26.4,31.2,23.6,12.7,42.3,2022-11-07
261,261,Reconciliation,2023-08-17,40.8,22.0,15.6,26.0,30.0,51.6,56.5,45.1,39.3,16.1,52.3,43.8,38.7,63.2,2023-11-13
262,262,Travel,2022-12-06,5.2,0.0,-24.6,0.0,11.0,58.3,56.7,51.7,45.9,55.8,37.6,33.9,37.4,21.2,2023-02-28
263,263,Reconciliation,2024-05-20,-55.0,48.4,24.7,29.8,50.0,66.4,16.6,58.5,47.8,39.5,39.4,76.6,-15.6,-15.5,2024-07-14
264,264,Illness,2025-07-29,13.1,5.7,-19.8,3.8,30.0,49.7,47.1,40.3,21.9,33.6,40.4,68.2,14.5,30.3,2025-09-15
265,265,Reconciliation,2022-04-07,5.2,0.0,-11.3,29.0,0.0,49.0,75.9,54.6,61.9,57.8,25.1,26.8,32.9,58.3,2022-04-08
266,266,Accident,2025-12-06,95.1,97.2,-25.8,67.1,79.0,78.0,63.3,12.4,28.0,40.6,32.6,15.1,81.6,54.5,2026-01-12
267,267,Job Change,2024-08-07,-12.4,3.4,31.7,2.4,32.0,29.7,26.8,21.0,40.6,51.5,47.1,9.0,10.2,22.7,2024-09-26
268,268,Divorce,2022-08-14,-7.3,0.0,22.3,9.1,16.0,48.9,63.0,49.7,21.3,6.4,70.9,53.2,23.0,50.9,2022-10-17
269,269,Marriage,2023-07-07,23.3,12.8,-15.0,13.6,5.0,46.7,31.4,25.7,38.8,60.3,46.0,34.8,-5.4,20.6,2023-08-23
270,270,Spiritual Awakening,2023-09-14,-2.7,0.0,0.6,4.1,0.0,39.6,51.5,30.5,62.4,50.9,13.0,62.9,10.8,18.7,2023-09-23
271,271,Divorce,2023-12-08,9.7,0.0,-18.9,14.1,2.0,34.1,73.6,51.7,19.0,36.1,46.7,43.2,27.4,31.0,2023-12-16
272,272,Promotion,2022-11-04,-25.7,35.8,-6.1,17.5,14.0,55.9,54.6,23.9,35.9,47.3,52.6,30.8,-1.3,8.7,2023-01-03
273,273,Investment Win,2024-04-15,38.6,56.5,-27.4,26.4,37.0,27.4,63.2,71.3,81.7,46.0,36.0,20.4,68.7,70.9,2024-07-10
274,274,Job Change,2024-03-07,-9.2,15.8,-44.8,0.0,1.0,37.3,44.5,23.4,52.1,14.7,32.3,41.4,13.4,8.7,2024-05-25
275,275,Childbirth,2023-09-01,-14.8,14.7,54.9,17.2,18.0,12.5,58.4,55.2,54.6,50.1,37.0,42.6,28.6,44.8,2023-09-03
276,276,Marriage,2025-07-30,-14.8,10.0,-12.4,0.2,25.0,32.8,65.7,41.3,32.3,12.9,47.5,46.7,31.5,35.3,2025-10-18
277,277,Bereavement,2023-07-01,10.2,22.0,26.2,6.6,19.0,59.5,46.8,44.8,63.2,33.2,57.4,55.7,35.5,31.6,2023-08-13
278,278,Recovery,2022-05-08,16.0,21.7,3.3,3.8,7.0,32.6,66.1,34.5,42.6,47.3,38.3,27.7,35.4,46.9,2022-05-15
279,279,Childbirth,2022-04-16,5.7,0.4,26.4,0.0,24.0,34.6,74.2,68.2,51.2,42.3,84.1,48.7,40.7,63.6,2022-04-30
280,280,Divorce,2022-06-24,8.5,0.0,46.1,2.8,13.0,49.4,32.5,76.4,59.1,38.1,77.9,16.0,31.3,46.3,2022-06-25
281,281,Recovery,2022-09-23,-15.0,15.1,-14.3,14.1,6.0,80.3,57.3,34.6,38.5,49.3,22.2,41.4,10.9,26.6,2022-11-08
282,282,Job Change,2024-04-18,41.4,36.6,-15.2,24.2,43.0,16.9,61.0,37.0,8.0,27.5,18.6,1.9,42.5,52.9,2024-05-08
283,283,Accident,2023-09-12,-39.7,19.4,23.8,32.1,26.0,66.5,48.3,54.7,59.3,33.4,66.5,12.5,8.3,24.2,2023-11-21
284,284,Relocation,2024-06-27,22.6,18.2,-17.7,12.8,11.0,39.2,47.0,32.7,34.3,25.3,88.5,46.9,42.1,40.5,2024-08-20
285,285,Relocation,2023-07-19,3.0,0.0,-4.5,7.3,2.0,75.2,43.2,30.6,31.1,47.1,58.3,6.5,22.3,29.1,2023-10-06
286,286,Reconciliation,2022-12-02,12.2,21.9,9.4,5.3,12.0,51.4,66.3,51.8,49.4,47.0,39.7,56.7,25.2,47.4,2022-12-17
287,287,Education Milestone,2022-03-24,16.1,8.3,-29.7,20.5,19.0,35.0,48.6,40.3,50.3,23.9,52.3,28.4,46.9,31.3,2022-04-15
288,288,Investment Win,2024-10-31,25.4,26.6,5.9,0.0,8.0,30.9,41.4,2.8,12.2,28.3,49.7,46.3,-8.4,26.0,2024-12-12
289,289,Illness,2022-05-01,8.3,7.9,21.0,0.0,27.0,34.2,50.6,41.5,51.5,59.6,43.9,16.4,5.6,27.4,2022-07-17
290,290,Job Change,2022-06-14,-14.9,29.4,-15.4,10.6,6.0,36.4,68.0,42.2,32.6,30.7,49.9,30.8,9.7,24.9,2022-07-26
291,291,Recovery,2023-11-07,86.5,87.8,-17.2,47.8,28.0,56.9,38.7,18.2,39.2,31.3,43.4,36.5,57.4,40.8,2023-11-16
292,292,Financial Loss,2022-07-17,35.1,20.2,-27.8,45.4,29.0,93.3,27.2,43.7,36.9,35.8,67.1,21.7,14.4,21.4,2022-10-12
293,293,Job Change,2024-03-20,23.5,33.4,-16.9,17.1,39.0,50.4,29.3,32.4,55.8,83.9,38.5,70.1,25.9,21.5,2024-04-20
294,294,Layoff,2023-10-24,-10.6,13.4,33.7,15.6,19.0,27.9,66.6,42.5,45.4,59.8,78.2,53.5,27.8,43.3,2024-01-08
295,295,Childbirth,2025-09-26,40.9,43.5,56.1,32.5,23.0,8.4,21.7,36.4,61.9,39.4,40.3,58.0,50.1,43.7,2025-10-13
296,296,Spiritual Awakening,2025-04-02,-36.4,16.4,21.9,31.4,57.0,42.1,57.2,47.4,69.8,42.6,50.3,12.9,10.8,25.7,2025-04-26
297,297,Relocation,2023-03-19,15.9,14.2,35.5,8.2,0.0,9.2,28.9,45.7,47.2,47.5,62.4,17.3,18.9,16.7,2023-05-20
298,298,Job Change,2022-10-15,5.4,0.5,18.9,6.8,19.0,40.2,61.5,48.2,42.6,6.7,27.5,22.5,16.4,56.4,2022-12-24
299,299,Recovery,2022-03-16,29.4,30.0,31.6,15.3,33.0,56.0,49.0,71.7,69.8,70.2,36.3,34.6,62.3,73.4,2022-04-11
300,300,Education Milestone,2024-07-17,-9.8,1.0,-8.8,1.7,0.0,71.7,91.6,61.5,49.2,21.0,62.8,58.8,29.2,42.8,2024-09-14
301,301,Travel,2023-11-20,25.6,39.4,-9.1,14.2,10.0,71.4,68.5,34.1,46.9,38.2,41.5,20.8,37.6,58.6,2024-02-16
302,302,Promotion,2024-05-02,-5.3,0.0,-10.5,11.8,2.0,7.1,75.7,35.4,54.9,52.3,75.4,12.1,9.2,41.8,2024-06-18
303,303,Education Milestone,2025-12-04,11.4,9.4,8.1,0.0,9.0,32.0,79.6,31.4,38.6,66.3,79.7,44.8,46.1,58.9,2025-12-15
304,304,Education Milestone,2023-04-24,45.4,35.2,-1.5,63.8,40.0,100.0,46.3,39.7,59.3,39.2,40.6,31.7,50.7,52.2,2023-07-15
305,305,Divorce,2022-05-23,37.3,32.3,12.0,29.5,28.0,57.2,55.8,51.7,62.7,33.0,37.8,31.1,16.0,46.7,2022-06-09
306,306,Promotion,2024-04-28,-13.7,17.0,13.0,3.7,2.0,70.3,64.8,28.8,30.4,22.1,64.7,28.0,10.9,17.0,2024-04-29
307,307,Travel,2022-07-20,-2.3,16.8,-25.8,7.7,0.0,94.6,42.6,30.9,36.2,47.5,63.8,60.0,20.9,22.2,2022-08-20
308,308,Job Change,2025-09-09,24.3,19.8,50.9,21.9,21.0,43.1,74.5,80.3,46.5,59.6,43.3,30.6,58.2,58.3,2025-10-25
309,309,Illness,2025-08-23,15.3,31.2,-37.2,16.7,6.0,83.7,53.0,45.0,48.2,33.1,82.7,34.0,61.8,63.4,2025-09-05
310,310,Marriage,2024-06-15,21.0,29.9,0.3,21.9,13.0,27.5,51.9,38.8,45.5,71.6,51.1,20.9,40.5,25.3,2024-06-26
311,311,Financial Loss,2024-09-16,-24.5,34.8,8.6,0.5,22.0,36.1,84.6,46.8,53.9,58.2,71.8,22.2,8.5,41.5,2024-09-18
312,312,Accident,2024-11-02,1.0,7.2,-32.4,0.0,8.0,42.2,57.2,55.8,45.1,17.2,80.0,28.8,28.7,44.5,2025-01-14
313,313,Spiritual Awakening,2025-10-07,-63.5,51.7,-31.0,40.9,47.0,19.5,19.9,28.0,44.3,45.5,38.9,38.6,-1.4,0.7,2025-11-04
314,314,Financial Loss,2025-08-20,34.4,28.1,-15.8,24.3,47.0,21.8,77.1,50.2,53.7,54.8,7.5,52.5,36.6,45.2,2025-10-13
315,315,Investment Win,2024-07-26,40.1,23.0,-14.0,41.2,33.0,68.8,44.5,36.1,36.2,29.3,100.0,60.4,21.9,42.5,2024-08-29
316,316,Recovery,2023-07-26,28.4,0.0,-13.3,23.6,13.0,28.8,37.7,42.2,9.6,32.6,59.9,25.0,26.6,30.7,2023-09-17
317,317,Recovery,2022-03-13,10.4,0.0,14.6,10.7,4.0,3.4,43.5,60.2,26.3,33.7,56.9,0.0,36.3,29.5,2022-04-07
318,318,Reconciliation,2023-03-26,-15.8,24.3,3.9,19.5,43.0,38.3,32.5,27.7,12.2,26.1,42.3,46.6,-2.1,-7.9,2023-04-22
319,319,Financial Loss,2025-01-14,2.0,14.6,-17.5,0.0,6.0,58.2,37.6,44.4,59.9,35.0,60.9,47.9,38.8,32.9,2025-03-20
320,320,Bereavement,2023-11-30,13.1,7.3,-33.1,16.0,0.0,54.0,36.5,15.7,26.8,16.3,14.5,44.0,15.3,15.7,2023-12-04
321,321,Bereavement,2022-12-13,49.7,50.3,21.6,29.0,38.0,34.4,54.7,47.1,24.5,53.6,73.0,20.7,42.7,36.9,2023-02-13
322,322,Promotion,2022-10-03,49.3,57.6,42.5,52.9,24.0,47.3,48.6,5.5,6.0,33.5,45.8,53.1,26.7,37.2,2022-12-16
323,323,Marriage,2023-11-20,14.5,3.6,-26.0,20.5,2.0,45.9,65.3,36.3,20.4,44.7,51.4,26.8,36.1,55.7,2023-12-04
324,324,Spiritual Awakening,2024-02-25,12.7,11.7,-36.4,23.6,9.0,84.3,35.2,28.9,36.6,35.7,50.9,71.5,33.8,25.3,2024-03-15
325,325,Retirement,2025-10-23,-43.9,65.5,-3.1,24.4,49.0,48.4,41.6,47.8,62.7,54.5,47.7,50.6,-9.2,10.6,2025-11-13
326,326,Spiritual Awakening,2025-05-22,17.9,6.6,11.1,14.5,9.0,100.0,37.0,25.7,61.6,34.5,37.1,2.5,13.4,17.3,2025-07-27
327,327,Retirement,2023-09-02,-72.2,60.1,55.1,57.7,51.0,73.5,39.6,3.6,25.4,34.5,55.3,21.6,-12.6,14.3,2023-11-29
328,328,Illness,2022-05-23,-79.5,87.9,12.6,40.9,47.0,48.6,53.1,18.0,28.5,19.1,73.4,47.4,-26.2,-21.3,2022-06-17
329,329,Marriage,2023-06-17,-3.5,9.6,21.4,0.0,0.0,50.3,49.8,36.4,41.9,50.0,84.5,47.2,-1.7,16.6,2023-07-19
330,330,Spiritual Awakening,2022-05-08,-6.5,14.8,28.0,0.3,14.0,55.4,48.9,11.1,27.5,0.0,15.6,47.7,18.6,26.4,2022-07-04
331,331,Education Milestone,2023-01-29,-33.7,17.4,-5.4,32.4,31.0,55.1,48.5,47.6,49.4,28.2,32.5,53.6,3.9,23.6,2023-01-30
332,332,Layoff,2024-12-15,-19.4,27.8,18.0,20.2,15.0,79.5,51.0,29.3,37.4,38.9,30.3,57.0,5.7,15.4,2025-01-29
333,333,Education Milestone,2024-11-26,-10.7,23.6,-19.5,8.0,21.0,35.3,39.2,27.1,11.9,29.9,88.8,14.3,9.9,11.8,2024-12-13
334,334,Job Change,2024-05-04,-21.1,15.0,12.0,3.8,2.0,53.4,35.5,46.4,53.4,41.3,43.2,33.8,4.1,14.8,2024-06-23
335,335,Childbirth,2025-09-24,2.5,1.4,-15.3,1.8,0.0,50.0,25.2,32.0,47.1,52.7,65.7,33.4,15.7,33.8,2025-12-17
336,336,Job Change,2022-09-18,-15.1,0.0,-15.8,0.0,22.0,46.9,44.4,29.2,38.6,26.2,29.5,5.8,23.7,29.4,2022-11-17
337,337,Promotion,2025-10-04,-8.6,3.6,-13.8,3.9,14.0,89.7,59.6,35.9,12.9,43.3,73.8,20.2,15.5,32.1,2025-12-24
338,338,Reconciliation,2025-08-17,2.9,2.6,9.4,2.7,4.0,72.4,38.8,25.1,33.6,31.6,42.4,44.7,21.7,15.2,2025-08-22
339,339,Layoff,2023-07-26,-38.8,27.2,-1.9,34.8,29.0,15.4,8.8,22.2,38.6,14.5,37.1,30.8,-17.7,-10.2,2023-10-18
340,340,Promotion,2024-09-24,45.9,36.0,46.6,22.8,40.0,45.3,51.0,56.2,60.3,40.6,47.7,21.9,51.7,57.3,2024-11-03
341,341,Childbirth,2022-02-20,6.5,7.8,-17.5,0.0,5.0,0.0,51.7,56.7,45.4,39.9,63.3,44.1,30.5,37.6,2022-04-07
