env_id,user_id,work_environment,noise_level,family_support,peer_influence,financial_pressure,job_security,work_life_balance,social_pressure,cultural_factor,digital_exposure,internet_usage,community_support,mentor_presence,competition_level,opportunity_index,stress_triggers,growth_opportunities,recorded_at
179,179,Home,65.9,57.1,60.1,100.0,40.6,35.7,86.4,69.0,36.5,77.6,0.0,1,38.9,59.9,78.1,30.6,2025-06-30
180,180,Outdoor,54.1,41.1,61.3,73.3,60.7,58.3,78.0,49.5,44.1,7.2,0.2,0,53.9,6.0,13.2,36.8,2025-06-30
181,181,Outdoor,37.4,57.3,39.8,23.2,47.5,63.0,30.4,66.3,25.3,70.7,59.0,1,54.1,42.4,83.0,35.7,2025-06-30
182,182,Outdoor,82.8,62.9,78.2,26.5,100.0,48.9,21.6,37.0,3.4,11.8,23.9,0,2.6,78.9,24.4,80.6,2025-06-30
183,183,Field,34.5,49.7,46.8,25.4,54.8,71.2,29.9,42.0,33.3,56.9,100.0,1,52.3,54.4,64.9,38.9,2025-06-30
184,184,Outdoor,40.5,62.5,86.4,17.5,68.2,54.7,44.8,66.9,19.7,53.1,18.5,1,77.1,43.8,65.9,38.7,2025-06-30
185,185,Remote,31.2,92.3,27.1,19.2,98.5,63.1,52.3,36.9,61.8,95.5,25.6,0,9.8,76.0,51.6,41.7,2025-06-30
186,186,Field,60.2,79.8,40.4,79.9,51.9,64.6,47.6,46.1,39.9,76.1,45.9,1,81.1,61.5,0.0,74.7,2025-06-30
187,187,Remote,45.0,60.2,64.1,70.4,79.9,52.5,86.6,22.3,16.7,60.2,51.2,0,59.8,40.3,31.1,69.4,2025-06-30
188,188,Factory,21.3,66.7,56.6,22.5,69.1,52.3,53.4,62.1,34.2,30.2,90.1,1,63.3,46.3,58.3,48.6,2025-06-30
189,189,Outdoor,44.9,21.8,35.4,18.0,56.8,46.7,81.8,35.1,19.8,40.1,54.9,0,54.7,12.0,28.9,17.2,2025-06-30
190,190,Home,33.5,100.0,85.9,2.7,60.7,70.4,37.1,70.1,42.8,84.8,38.7,0,69.4,97.0,19.6,77.2,2025-06-30
191,191,Outdoor,48.6,29.4,51.7,49.8,88.0,31.7,10.2,7.3,57.1,62.3,32.5,1,86.9,93.7,54.6,72.4,2025-06-30
192,192,Factory,48.3,70.1,62.6,45.0,70.0,66.5,43.1,67.1,44.9,61.3,32.4,0,42.6,26.0,76.9,50.7,2025-06-30
193,193,Outdoor,24.7,88.7,30.6,68.4,57.3,61.1,27.4,32.0,4.7,71.3,28.3,0,73.1,74.3,49.1,67.5,2025-06-30
194,194,Home,45.3,76.0,20.4,55.8,56.5,49.4,56.8,48.4,15.5,84.8,46.7,1,43.5,79.9,100.0,66.0,2025-06-30
195,195,Office,71.1,44.8,27.7,57.1,57.1,65.5,78.4,33.3,34.0,76.6,84.5,1,49.9,58.0,41.9,64.4,2025-06-30
196,196,Hybrid,49.1,38.0,84.7,20.2,58.0,64.0,49.3,99.4,22.6,49.2,69.3,1,75.1,24.4,67.9,47.4,2025-06-30
197,197,Remote,71.9,47.5,44.5,60.2,58.0,71.9,47.0,42.8,57.0,49.3,51.5,0,69.6,55.6,42.7,54.6,2025-06-30
198,198,Office,52.5,44.4,72.6,37.5,37.9,54.7,73.2,58.4,36.4,43.1,73.8,0,21.1,52.3,26.8,49.3,2025-06-30
199,199,Remote,55.2,48.1,48.5,58.9,90.6,71.8,64.0,60.8,7.6,43.2,87.9,1,65.9,30.0,74.8,42.8,2025-06-30
200,200,Office,26.4,95.7,35.7,51.9,48.7,41.2,29.2,50.5,49.7,45.1,70.3,0,33.2,45.4,17.9,36.6,2025-06-30
201,201,Hybrid,53.3,77.6,80.5,43.9,68.6,66.0,78.6,87.9,29.0,62.5,54.4,1,51.0,70.2,60.9,55.9,2025-06-30
202,202,Field,64.4,90.8,60.8,65.0,90.7,73.7,15.0,61.4,12.1,62.6,43.1,1,74.4,76.2,37.8,73.5,2025-06-30
203,203,Field,56.6,59.8,28.2,0.0,74.6,40.0,53.1,39.9,37.0,34.4,63.3,1,38.3,7.0,28.1,26.1,2025-06-30
204,204,Factory,71.8,84.0,25.9,20.8,80.2,32.5,59.2,47.2,35.2,52.6,66.5,1,35.3,76.0,56.8,69.6,2025-06-30
205,205,Field,69.1,88.3,46.2,75.1,68.4,27.7,9.8,38.5,7.9,42.8,46.8,0,59.3,67.6,64.5,68.0,2025-06-30
206,206,Field,23.4,66.1,76.1,42.0,58.6,58.9,33.4,67.8,28.9,65.4,32.7,0,26.4,77.8,59.7,63.2,2025-06-30
207,207,Hybrid,49.4,69.6,66.2,53.5,52.5,41.8,57.6,17.4,40.6,95.9,25.3,0,82.1,57.6,56.9,56.8,2025-06-30
208,208,Field,21.8,49.9,44.9,36.2,66.1,53.8,72.7,12.4,28.5,85.8,45.3,0,39.8,80.7,39.3,59.3,2025-06-30
209,209,Remote,64.7,58.2,87.8,78.2,35.2,39.2,79.1,43.6,22.7,52.9,73.9,1,55.4,93.5,32.6,92.0,2025-06-30
210,210,Home,71.9,74.7,26.6,32.5,62.9,50.9,24.7,22.5,36.3,73.6,66.2,1,43.6,100.0,60.9,78.4,2025-06-30
211,211,Outdoor,65.1,70.1,67.8,49.3,46.7,72.0,52.6,76.3,8.5,38.0,70.8,0,60.2,19.0,34.1,21.6,2025-06-30
212,212,Outdoor,67.4,70.9,69.8,19.7,67.2,38.5,42.0,30.0,23.9,50.1,62.0,1,68.5,65.5,49.2,70.2,2025-06-30
213,213,Home,28.7,74.4,82.0,50.0,51.8,63.9,38.5,44.2,45.2,54.1,71.1,1,15.2,29.1,66.6,47.0,2025-06-30
214,214,Outdoor,74.1,36.3,38.5,37.7,73.5,57.9,52.1,53.2,43.6,45.5,88.6,1,71.0,67.7,67.2,41.0,2025-06-30
215,215,Office,45.2,32.4,64.6,46.3,54.8,47.2,16.5,53.9,60.9,63.2,22.9,1,44.6,78.8,42.8,84.4,2025-06-30
216,216,Hybrid,33.8,30.3,67.1,59.0,51.0,49.3,95.1,50.1,43.2,100.0,91.7,0,55.6,35.1,43.2,55.7,2025-06-30
217,217,Field,47.6,51.2,53.3,43.1,35.4,43.9,53.5,27.3,50.6,32.3,72.2,1,85.8,77.3,66.6,72.2,2025-06-30
218,218,Remote,19.9,71.1,74.7,38.9,13.4,74.4,39.2,50.9,32.6,74.6,69.3,0,57.3,50.4,56.6,50.0,2025-06-30
219,219,Factory,56.5,40.5,57.8,29.2,36.1,56.1,48.5,11.9,41.4,56.7,0.0,0,47.9,52.9,57.2,63.5,2025-06-30
220,220,Hybrid,55.6,12.4,61.8,25.9,62.3,69.4,39.7,82.4,43.5,24.2,63.6,0,75.9,45.0,24.2,73.1,2025-06-30
221,221,Outdoor,68.4,44.2,74.7,68.6,100.0,60.3,45.2,58.0,52.2,51.6,53.7,1,46.0,84.9,12.9,63.1,2025-06-30
222,222,Remote,41.9,21.5,32.8,32.5,94.0,43.8,65.2,75.8,12.8,32.1,16.0,0,44.7,28.8,22.5,36.0,2025-06-30
223,223,Field,66.3,63.3,56.3,52.1,69.9,63.6,56.4,2.4,50.1,91.8,100.0,0,65.2,70.6,74.8,62.0,2025-06-30
224,224,Remote,60.8,46.7,33.4,54.2,49.4,63.8,25.0,60.5,46.6,31.9,80.8,0,52.7,32.9,74.0,35.9,2025-06-30
225,225,Factory,33.3,83.1,71.4,24.2,39.2,48.6,29.7,53.7,60.8,68.2,70.3,1,61.5,55.2,70.4,69.1,2025-06-30
226,226,Outdoor,61.3,74.5,32.2,61.3,60.4,70.2,71.3,43.7,32.5,83.5,47.7,1,32.3,49.8,87.6,84.3,2025-06-30
227,227,Hybrid,51.4,44.1,61.5,14.0,57.0,56.9,59.4,36.1,47.3,35.4,77.2,1,100.0,60.5,56.6,51.6,2025-06-30
228,228,Outdoor,35.2,53.3,34.3,27.3,29.8,60.7,66.0,0.0,26.3,64.7,64.3,0,68.9,99.3,42.2,49.9,2025-06-30
229,229,Home,63.2,25.6,40.2,49.1,80.1,59.4,32.4,62.1,46.8,62.8,45.6,0,50.0,45.9,63.0,39.9,2025-06-30
230,230,Home,28.9,57.5,62.3,76.2,74.3,65.5,77.4,66.2,54.1,64.1,88.8,1,43.7,60.1,55.0,41.0,2025-06-30
231,231,Field,65.4,26.5,70.8,61.2,68.9,77.7,72.9,30.0,52.4,59.2,32.2,1,25.7,88.3,77.7,81.1,2025-06-30
232,232,Hybrid,56.4,49.1,40.6,45.4,65.6,70.3,47.0,5.5,21.5,77.5,34.6,0,45.4,31.4,20.8,42.0,2025-06-30
233,233,Office,40.4,23.6,65.2,10.6,52.5,36.9,52.4,57.2,53.9,57.0,84.9,1,46.1,71.2,55.3,70.6,2025-06-30
234,234,Field,96.2,67.9,23.5,33.0,42.9,78.8,31.9,43.0,66.5,92.2,46.3,0,42.3,42.1,79.0,37.8,2025-06-30
235,235,Home,30.3,97.2,38.4,48.5,78.7,68.3,32.8,38.0,21.9,44.1,92.3,1,60.1,61.5,81.5,57.5,2025-06-30
236,236,Remote,38.3,94.1,47.0,9.5,68.6,45.0,56.6,65.1,51.0,80.7,42.6,1,50.2,33.0,39.3,41.6,2025-06-30
237,237,Home,53.0,82.5,72.7,50.7,73.1,42.2,44.4,60.4,43.7,62.8,45.6,0,34.8,81.2,72.6,83.2,2025-06-30
238,238,Field,12.0,84.7,53.2,27.9,55.9,27.0,57.7,73.2,20.2,38.6,54.6,0,53.3,81.0,25.1,56.9,2025-06-30
239,239,Factory,39.7,47.1,76.8,98.5,70.0,32.6,65.1,39.8,25.4,65.4,100.0,1,0.0,94.7,33.6,76.9,2025-06-30
240,240,Outdoor,25.5,18.2,28.1,62.9,52.2,61.2,70.7,68.5,24.0,100.0,37.4,0,12.4,84.1,93.9,81.9,2025-06-30
241,241,Remote,38.7,61.5,100.0,33.7,91.9,67.6,71.1,28.8,27.1,44.5,59.3,0,71.7,45.7,71.9,28.9,2025-06-30
242,242,Hybrid,29.4,71.6,61.0,74.7,48.1,56.9,58.9,42.1,26.7,83.0,75.8,0,39.1,100.0,79.4,95.8,2025-06-30
243,243,Factory,43.0,56.5,27.6,52.6,46.8,66.0,78.5,85.0,49.3,36.2,61.1,0,38.5,20.2,26.3,33.4,2025-06-30
244,244,Hybrid,41.7,67.6,50.3,38.0,76.0,57.9,58.5,58.0,40.2,82.8,49.6,1,88.1,62.1,25.6,56.1,2025-06-30
245,245,Field,65.9,48.8,27.5,50.1,85.4,53.5,32.8,39.8,23.1,66.9,57.3,1,32.5,46.1,35.9,54.2,2025-06-30
246,246,Field,59.0,82.0,67.0,43.6,59.1,59.5,43.6,56.5,26.1,53.6,47.9,0,31.1,61.8,48.8,55.7,2025-06-30
247,247,Outdoor,38.7,60.2,64.9,16.0,86.7,31.6,33.8,76.7,8.5,80.5,94.1,0,73.0,49.4,1.7,47.9,2025-06-30
248,248,Remote,43.4,57.6,59.8,32.9,69.7,84.9,60.5,22.4,10.6,35.7,53.3,1,35.9,50.0,30.1,36.7,2025-06-30
249,249,Factory,46.7,61.2,65.0,5.2,67.3,58.7,70.9,73.5,37.6,47.3,100.0,0,43.1,42.3,42.9,56.6,2025-06-30
250,250,Remote,61.7,100.0,46.7,21.6,67.1,58.4,21.2,46.7,54.3,65.7,48.0,0,16.1,50.3,34.2,51.5,2025-06-30
251,251,Home,87.8,77.8,0.6,75.8,39.0,35.3,18.5,18.1,20.4,53.4,82.2,0,54.1,80.4,55.1,72.3,2025-06-30
252,252,Outdoor,33.8,57.8,84.9,55.6,39.2,73.1,51.9,25.6,34.8,35.4,30.0,1,62.2,8.8,15.5,29.8,2025-06-30
253,253,Outdoor,71.0,20.1,73.3,10.3,85.5,62.1,46.4,83.7,24.9,46.7,73.8,1,64.8,25.1,60.6,30.8,2025-06-30
254,254,Home,34.9,87.6,31.8,27.8,83.2,53.0,43.2,30.2,0.0,90.2,25.6,0,82.9,46.4,39.0,60.4,2025-06-30
255,255,Factory,39.2,55.1,52.2,0.0,53.3,37.7,44.1,46.8,55.9,68.0,49.1,1,81.6,40.6,20.9,63.0,2025-06-30
256,256,Home,62.5,87.1,29.3,0.0,59.5,49.1,27.0,50.5,58.4,69.4,56.1,1,40.9,50.2,16.6,79.3,2025-06-30
257,257,Office,63.8,42.0,26.9,42.5,35.4,48.5,33.5,77.7,3.9,38.6,52.0,0,74.3,69.2,21.6,51.6,2025-06-30
258,258,Factory,65.9,48.3,28.2,56.7,29.7,51.8,40.3,57.4,42.1,52.8,69.0,0,72.6,55.2,48.8,69.5,2025-06-30
259,259,Home,75.0,37.2,69.0,17.1,68.6,46.6,21.2,27.1,36.2,61.5,54.1,0,43.4,43.3,58.4,55.4,2025-06-30
260,260,Remote,49.6,83.5,26.2,50.2,64.0,33.6,100.0,44.0,34.8,63.2,66.0,0,81.8,66.9,69.8,44.5,2025-06-30
261,261,Hybrid,59.1,91.1,76.3,74.3,77.0,82.1,69.4,14.2,27.0,69.6,52.6,1,49.3,72.2,10.7,67.1,2025-06-30
262,262,Factory,63.7,48.5,61.0,21.4,100.0,62.8,11.0,59.5,29.4,45.0,63.9,1,57.6,66.8,22.0,62.6,2025-06-30
263,263,Factory,40.1,60.7,79.3,50.5,53.6,48.2,21.6,43.4,16.4,58.3,39.1,0,10.9,6.9,91.7,13.4,2025-06-30
264,264,Factory,35.1,41.3,69.3,56.8,59.4,64.1,0.0,37.4,39.7,42.1,62.5,1,51.8,72.9,61.7,52.0,2025-06-30
265,265,Hybrid,62.3,76.8,46.6,52.3,67.3,50.5,67.0,44.1,11.1,16.5,15.5,1,50.0,47.8,48.9,29.7,2025-06-30
266,266,Factory,51.3,71.6,84.4,29.6,17.7,53.1,33.5,36.5,5.0,22.0,43.3,1,27.1,68.3,53.4,67.3,2025-06-30
267,267,Hybrid,60.8,48.7,37.1,43.8,82.3,45.9,75.8,68.7,40.4,61.2,57.3,0,8.5,17.3,59.0,43.2,2025-06-30
268,268,Remote,65.2,53.0,62.3,46.6,76.3,53.6,31.0,54.6,43.0,60.1,41.0,0,69.7,44.6,48.4,53.1,2025-06-30
269,269,Office,60.6,74.0,73.8,25.2,60.2,49.5,77.1,42.1,30.3,66.7,27.7,1,41.0,63.4,42.9,60.4,2025-06-30
270,270,Home,52.3,65.9,44.7,39.9,95.6,64.8,38.0,0.0,29.6,54.1,23.5,1,32.1,26.4,58.6,56.2,2025-06-30
271,271,Factory,48.2,57.5,21.7,4.0,76.4,55.2,46.9,53.8,43.7,45.6,42.6,0,66.7,32.9,86.0,34.6,2025-06-30
272,272,Factory,28.7,52.1,38.0,15.3,24.4,98.5,85.3,67.1,22.3,85.2,63.8,1,44.4,25.6,55.1,45.9,2025-06-30
273,273,Field,47.6,46.7,67.5,29.6,80.5,43.5,64.9,92.5,45.9,59.9,57.0,0,65.1,51.6,92.2,60.8,2025-06-30
274,274,Factory,49.0,72.0,9.9,78.7,74.4,33.7,58.1,48.2,22.1,62.0,36.0,0,69.2,9.7,50.1,28.4,2025-06-30
275,275,Outdoor,28.9,24.3,29.6,81.5,61.2,46.5,48.5,81.7,32.4,73.0,62.4,0,90.3,29.4,45.5,38.0,2025-06-30
276,276,Factory,77.5,34.8,40.0,2.1,69.5,60.2,50.7,19.2,12.8,65.7,49.2,0,53.4,97.7,31.5,87.7,2025-06-30
277,277,Office,69.8,91.9,48.4,21.3,57.4,69.8,21.5,67.2,59.2,80.3,77.9,1,68.0,100.0,48.4,67.3,2025-06-30
278,278,Office,41.2,86.7,46.6,32.6,52.2,70.3,52.5,32.7,40.7,67.7,40.0,1,33.5,62.0,65.2,50.6,2025-06-30
279,279,Home,45.1,72.9,77.2,78.7,29.1,78.2,43.9,38.2,1.3,78.2,51.8,0,0.3,67.3,81.4,52.7,2025-06-30
280,280,Hybrid,74.1,78.1,63.2,56.1,74.0,100.0,44.6,68.2,23.5,31.0,22.5,1,21.6,32.4,79.1,36.8,2025-06-30
281,281,Home,51.4,67.0,46.9,66.8,60.7,44.4,47.0,59.3,70.0,30.4,77.6,0,3.1,68.6,21.0,90.7,2025-06-30
282,282,Office,37.4,72.7,31.5,71.1,31.6,82.9,18.4,43.1,46.2,72.1,50.4,0,47.7,35.8,45.2,16.9,2025-06-30
283,283,Hybrid,29.9,28.5,38.7,36.0,47.4,47.5,50.3,30.9,49.0,72.6,64.2,0,73.5,63.6,40.9,66.1,2025-06-30
284,284,Factory,50.4,55.2,35.4,56.5,46.9,51.1,38.8,64.6,50.0,84.8,6.9,1,77.0,36.2,59.6,41.5,2025-06-30
285,285,Outdoor,45.9,47.9,35.3,62.2,64.5,62.4,40.8,42.3,55.9,68.9,48.6,0,6.0,38.3,82.0,53.9,2025-06-30
286,286,Hybrid,31.4,65.3,62.3,43.9,61.0,83.9,38.6,22.3,20.3,64.7,52.1,1,34.4,40.2,52.5,57.4,2025-06-30
287,287,Outdoor,60.3,74.8,16.8,20.8,75.3,32.9,57.5,74.0,19.0,57.5,74.8,0,55.8,94.0,72.2,56.5,2025-06-30
288,288,Factory,57.0,35.4,31.4,58.0,60.8,42.5,55.5,93.3,48.1,40.5,75.2,1,73.0,54.4,45.5,34.4,2025-06-30
289,289,Office,58.7,42.9,68.9,49.6,91.3,67.0,59.0,42.7,25.7,57.3,36.0,0,30.0,64.2,15.7,80.0,2025-06-30
290,290,Field,55.0,17.3,29.5,81.8,63.0,52.9,38.5,55.6,31.4,33.9,68.4,1,100.0,55.7,49.9,59.8,2025-06-30
291,291,Remote,54.5,27.5,60.6,43.7,63.2,59.1,81.9,57.5,44.5,96.2,18.7,0,64.4,53.6,24.2,43.1,2025-06-30
292,292,Office,42.7,68.5,47.5,69.3,69.3,41.6,20.6,49.9,26.6,34.2,31.0,0,58.0,88.9,45.6,60.6,2025-06-30
293,293,Home,58.2,41.2,49.6,45.3,11.9,51.1,65.4,72.1,50.1,78.3,39.4,0,75.9,45.3,60.6,50.1,2025-06-30
294,294,Home,61.1,15.6,43.6,65.3,88.3,45.6,60.3,52.0,47.4,46.3,58.7,0,75.4,47.9,98.9,33.6,2025-06-30
295,295,Factory,30.7,59.4,37.6,40.0,46.4,81.0,70.0,59.4,26.6,74.9,66.4,1,81.2,63.8,44.9,61.5,2025-06-30
296,296,Hybrid,25.8,77.8,74.3,15.1,64.1,37.8,64.5,61.5,8.1,59.2,30.4,0,40.1,52.4,19.9,64.8,2025-06-30
297,297,Office,53.4,53.6,50.4,49.7,31.2,64.4,38.3,56.1,44.5,65.0,74.2,0,0.0,44.3,81.0,45.4,2025-06-30
298,298,Remote,56.5,26.9,33.5,71.9,54.4,27.8,66.1,33.8,51.8,55.4,23.9,1,52.0,82.0,59.1,83.6,2025-06-30
299,299,Outdoor,1.4,33.4,64.0,43.6,52.2,82.4,11.1,6.1,13.1,32.5,9.6,1,34.0,41.7,5.6,31.1,2025-06-30
300,300,Hybrid,54.6,37.9,33.6,58.2,100.0,82.6,63.7,54.0,45.6,46.7,13.5,1,40.4,62.5,49.0,27.2,2025-06-30
301,301,Remote,53.6,100.0,46.9,46.3,38.8,34.9,35.5,34.0,37.9,55.2,46.3,0,38.0,49.2,56.4,61.3,2025-06-30
302,302,Factory,69.0,89.0,52.8,21.1,73.3,70.0,42.3,80.6,40.3,76.8,31.4,1,61.1,16.7,84.4,24.0,2025-06-30
303,303,Field,50.6,54.8,81.2,22.3,78.3,63.4,54.4,48.0,32.0,39.1,42.2,0,56.6,29.9,47.4,41.2,2025-06-30
304,304,Office,46.9,71.1,64.9,49.7,51.0,53.4,91.8,62.4,4.4,24.7,81.1,0,61.2,72.6,84.2,62.1,2025-06-30
305,305,Hybrid,60.8,54.6,71.9,0.1,43.6,59.6,67.5,54.2,40.2,67.9,32.0,0,15.3,12.4,69.1,46.3,2025-06-30
306,306,Field,38.5,51.9,18.3,58.9,54.2,60.9,47.5,66.5,44.6,75.8,25.5,0,38.1,41.6,21.4,62.2,2025-06-30
307,307,Remote,61.4,74.8,42.5,42.9,55.9,62.8,44.3,46.5,20.5,48.8,55.2,1,34.1,30.7,37.2,13.2,2025-06-30
308,308,Outdoor,52.9,51.2,39.3,74.3,61.1,64.9,46.8,83.7,51.7,97.6,50.4,0,83.1,76.1,58.7,67.8,2025-06-30
309,309,Field,77.5,53.3,56.2,13.0,63.4,75.7,33.3,46.4,17.1,67.5,14.2,0,34.4,64.9,53.1,63.8,2025-06-30
310,310,Outdoor,34.3,81.2,59.9,53.4,76.3,44.4,56.2,57.0,34.5,75.2,29.9,1,70.4,26.8,54.0,28.2,2025-06-30
311,311,Office,40.0,90.2,16.8,14.6,28.6,100.0,46.8,57.5,37.9,50.6,27.9,0,52.4,70.1,51.6,48.4,2025-06-30
312,312,Factory,62.1,80.9,48.2,61.4,54.4,68.3,24.6,52.0,37.7,43.0,55.5,1,59.4,85.2,56.6,68.0,2025-06-30
313,313,Hybrid,47.5,44.4,46.6,59.6,61.7,59.3,32.8,62.1,53.8,68.1,51.6,0,49.9,29.6,27.2,46.2,2025-06-30
314,314,Home,62.6,27.1,52.0,78.0,75.4,63.5,42.2,52.9,30.0,82.3,46.1,0,56.0,52.7,84.1,45.4,2025-06-30
315,315,Home,58.7,27.3,77.5,54.3,72.5,85.0,61.6,39.6,47.1,84.4,75.8,0,49.4,16.7,25.4,27.9,2025-06-30
316,316,Factory,38.4,60.8,34.4,36.5,100.0,43.6,83.2,20.8,29.0,75.7,89.9,0,54.1,90.3,33.9,70.3,2025-06-30
317,317,Outdoor,15.3,58.6,6.9,25.2,61.0,60.2,52.5,42.9,13.1,69.3,50.9,0,52.1,36.1,55.8,52.1,2025-06-30
318,318,Home,76.4,34.3,13.3,54.6,78.4,54.2,41.3,34.8,7.4,47.1,58.5,0,74.7,34.7,73.0,31.2,2025-06-30
319,319,Home,46.3,74.1,59.3,22.3,65.9,15.4,41.1,53.9,70.8,78.5,16.4,1,29.7,20.4,53.3,48.4,2025-06-30
320,320,Home,46.0,57.6,23.1,44.7,87.8,53.2,62.3,81.2,25.6,22.2,55.2,1,37.5,9.4,40.6,21.9,2025-06-30
321,321,Outdoor,45.2,58.6,43.0,47.4,34.9,43.1,85.7,21.3,41.4,83.3,65.6,1,55.7,43.9,51.4,37.4,2025-06-30
322,322,Remote,44.9,73.1,41.0,41.3,26.7,32.4,50.0,66.2,32.1,55.5,92.7,0,78.6,73.6,57.5,62.5,2025-06-30
323,323,Hybrid,63.2,97.6,23.8,19.2,94.2,71.4,16.1,72.3,36.2,91.4,36.0,1,62.8,50.2,74.6,62.4,2025-06-30
324,324,Outdoor,75.1,65.9,49.3,26.9,100.0,82.2,31.4,70.1,28.6,43.6,20.8,0,11.9,28.0,62.1,42.7,2025-06-30
325,325,Home,46.8,100.0,16.5,10.7,52.0,94.3,14.7,32.6,33.1,46.7,78.8,0,29.9,44.7,55.6,40.1,2025-06-30
326,326,Home,68.1,82.4,12.1,33.0,69.3,79.5,67.0,46.6,24.3,45.9,8.1,0,51.7,74.7,46.2,51.8,2025-06-30
327,327,Factory,64.6,35.1,68.0,70.6,66.9,18.1,56.5,24.4,83.0,72.9,48.1,0,6.9,53.0,98.1,52.1,2025-06-30
328,328,Office,43.8,80.3,59.5,62.0,37.4,82.5,52.7,46.3,37.5,39.4,69.1,0,47.5,70.1,44.1,52.9,2025-06-30
329,329,Hybrid,33.8,46.8,61.6,38.7,68.1,48.1,59.7,57.8,48.0,57.6,34.4,0,47.8,80.7,55.1,64.1,2025-06-30
330,330,Home,95.7,76.5,30.5,15.0,51.9,65.4,31.3,66.4,32.2,59.3,87.8,1,52.7,4.6,50.7,23.1,2025-06-30
331,331,Remote,36.1,47.0,74.2,52.7,55.0,45.9,50.5,73.5,64.1,60.0,34.0,1,4.8,51.1,62.7,26.5,2025-06-30
332,332,Factory,74.9,82.4,44.8,54.8,93.0,81.3,56.0,47.5,21.2,67.7,62.4,1,58.2,47.7,66.2,48.6,2025-06-30
333,333,Hybrid,63.2,65.0,69.8,51.9,28.7,24.6,17.7,48.0,55.0,63.5,46.2,1,93.1,70.9,69.8,54.2,2025-06-30
334,334,Home,15.2,54.9,81.4,58.6,59.2,58.6,58.6,76.8,45.4,48.5,72.4,1,57.6,34.5,92.6,40.6,2025-06-30
335,335,Hybrid,40.7,54.5,61.7,31.2,75.8,58.1,35.7,34.7,43.2,65.1,77.8,0,58.0,64.7,35.5,65.6,2025-06-30
336,336,Remote,40.9,86.0,47.4,45.8,31.5,45.7,22.5,37.5,44.3,58.6,41.3,1,0.0,79.1,3.1,47.0,2025-06-30
337,337,Remote,20.9,57.8,51.6,17.7,68.7,31.0,43.3,40.6,14.9,45.9,27.7,0,34.8,83.7,33.1,59.5,2025-06-30
338,338,Remote,40.2,56.2,39.2,56.0,31.2,40.7,64.3,33.8,52.7,71.0,46.6,0,15.6,64.7,45.1,61.9,2025-06-30
339,339,Office,26.8,87.6,26.2,45.5,73.0,64.0,45.8,65.3,32.1,65.0,34.9,1,91.7,0.0,58.4,35.4,2025-06-30
340,340,Remote,38.0,64.7,51.7,100.0,54.7,57.3,24.6,89.5,39.7,70.1,20.2,1,47.1,34.7,66.8,22.3,2025-06-30
341,341,Hybrid,69.1,57.4,49.4,29.7,56.0,49.6,60.1,42.2,38.0,58.5,66.6,0,69.5,32.7,61.8,75.2,2025-06-30
342,342,Home,13.5,59.6,62.1,33.6,18.2,55.0,45.3,53.5,50.5,46.2,66.6,0,62.1,54.6,45.7,60.1,2025-06-30
343,343,Office,39.7,53.3,60.4,62.8,68.6,55.2,57.4,74.3,63.5,74.3,61.4,1,58.1,74.8,21.9,69.0,2025-06-30
344,344,Outdoor,56.4,77.7,79.7,56.1,33.0,77.9,18.0,50.2,37.0,100.0,45.0,1,66.9,65.9,77.8,54.3,2025-06-30
345,345,Home,63.8,60.1,59.4,78.6,49.3,88.4,50.4,80.8,62.1,72.2,28.4,0,78.0,49.9,18.9,47.5,2025-06-30
346,346,Field,19.9,42.3,28.9,38.9,57.6,21.9,59.2,57.6,36.8,54.7,27.2,1,19.3,44.9,85.7,24.7,2025-06-30
347,347,Home,49.4,64.9,29.0,24.9,46.6,62.8,60.2,24.2,48.2,65.2,60.4,1,54.4,75.6,51.5,64.7,2025-06-30
348,348,Remote,60.9,41.0,68.3,47.4,35.3,90.4,26.0,0.0,44.4,57.7,76.7,1,42.5,49.6,35.1,28.6,2025-06-30
349,349,Factory,54.3,71.3,24.3,7.8,73.0,100.0,85.6,9.9,13.3,34.1,50.1,1,65.4,34.0,24.0,17.6,2025-06-30
350,350,Factory,40.8,29.6,46.0,59.7,39.5,60.8,17.4,88.9,58.4,47.5,55.8,0,40.9,69.4,28.3,46.6,2025-06-30
351,351,Home,43.4,83.5,34.0,8.2,65.2,61.6,74.1,9.3,65.2,87.9,44.7,1,40.7,16.9,54.5,28.1,2025-06-30
352,352,Remote,59.0,60.2,88.9,53.5,59.7,39.3,72.6,21.6,44.3,53.0,24.8,0,52.6,83.7,52.4,73.4,2025-06-30
353,353,Hybrid,22.7,26.3,92.3,15.5,66.7,65.4,11.5,54.7,37.8,46.5,52.8,0,44.0,73.1,52.0,65.2,2025-06-30
354,354,Office,64.8,63.6,50.0,67.6,87.2,78.7,59.5,31.7,76.9,50.5,43.9,0,42.1,33.7,71.2,29.9,2025-06-30
355,355,Field,53.9,54.2,43.0,22.4,100.0,50.5,39.6,69.9,42.6,85.8,41.9,0,84.5,58.2,45.7,62.6,2025-06-30
356,356,Office,44.4,68.6,37.8,66.7,37.0,36.1,67.0,22.4,4.7,74.4,63.2,0,54.2,67.2,38.9,49.6,2025-06-30
357,357,Hybrid,49.1,46.2,52.8,58.4,81.3,48.2,49.6,52.9,23.2,78.8,39.7,1,33.3,75.1,49.9,47.5,2025-06-30
